case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-201908-00001,ACC0001152,IND19000150,1067.42,30,pre_delinquent,2019-08-31,branch_visit,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current."
COLL-201908-00002,ACC0002986,IND19008991,2539.32,29,pre_delinquent,2019-08-12,phone_call,480.12,2019-08-08,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-201908-00003,ACC0003691,IND19004793,848.25,198,write_off,2019-08-07,branch_visit,,,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 500 cash. Account now current."
COLL-201908-00004,ACC0003504,IND19009407,502.07,32,early_collections,2019-08-20,phone_call,,,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-201908-00005,ACC0003213,IND19014004,746.73,27,pre_delinquent,2019-08-15,letter,,,,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-201908-00006,ACC0004260,IND19001236,745.9,25,pre_delinquent,2019-08-24,branch_visit,396.37,2019-08-13,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R396/month for 6 months starting 16 May.
COLL-201908-00007,ACC0003504,IND19009407,734.47,9,pre_delinquent,2019-08-04,branch_visit,168.75,2019-08-10,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R169/month for 6 months starting 3 February.
COLL-201908-00008,ACC0001369,IND19008338,1888.57,35,early_collections,2019-08-03,letter,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-201908-00009,ACC0008509,IND19006891,1137.46,13,pre_delinquent,2019-08-05,phone_call,,,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R750/month for 6 months starting 11 January.
COLL-201908-00010,ACC0003296,IND19010605,579.05,70,late_collections,2019-08-19,phone_call,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R500 by month-end."
