case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202311-00001,ACC0017367,IND1912000270,1428.22,9,pre_delinquent,2023-11-10,app_message,,,,closed,Thabo Mokoena,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Promise to pay recorded after outbound call. Follow-up scheduled."
COLL-202311-00002,ACC0040354,IND2202013409,2467.22,224,write_off,2023-11-07,app_message,,,,closed,Sipho Naidoo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Customer called, says employer missed payroll. Promised R350 by month-end."
COLL-202311-00003,ACC0002105,IND1902009176,978.89,112,legal,2023-11-20,sms,288.3,2023-11-12,,open,David Govender,Former churned customer returned; new arrears flagged after failed debit order. Legal letter sent via registered post. Awaiting response before summons.
COLL-202311-00004,ACC0049847,IND2208017090,4083.93,359,write_off,2023-11-06,app_message,,,,closed,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202311-00005,ACC0060158,IND2302003086,1114.83,80,late_collections,2023-11-16,email,490.83,2023-11-23,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R491 cash. Account now current."
COLL-202311-00006,ACC0031014,IND2107013536,3441.17,9,pre_delinquent,2023-11-18,app_message,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 15 October.
COLL-202311-00007,ACC0040914,IND2202003302,820.4,55,early_collections,2023-11-11,branch_visit,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 500/month for 6 months starting 25 February.
COLL-202311-00008,ACC0061280,IND2303000474,1195.04,42,early_collections,2023-11-16,branch_visit,203.98,2023-11-28,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R204 by month-end."
COLL-202311-00009,ACC0059459,IND2301017108,1650.05,13,pre_delinquent,2023-11-02,branch_visit,,,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end."
COLL-202311-00010,ACC0072925,IND2308008924,3306.74,11,pre_delinquent,2023-11-24,letter,1636.25,2023-11-30,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202311-00011,ACC0024685,IND2103006926,5944.61,57,early_collections,2023-11-10,email,,,,closed,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202311-00012,ACC0045908,IND2206011112,5889.66,88,late_collections,2023-11-03,phone_call,,,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202311-00013,ACC0000166,IND1901004971,1600.67,117,legal,2023-11-15,sms,284.33,2023-11-20,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required. Escalating to legal."
COLL-202311-00014,ACC0026489,IND2104010012,2513.22,66,late_collections,2023-11-21,letter,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202311-00015,ACC0031459,IND2108002415,643.12,108,legal,2023-11-17,app_message,,,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required. Escalating to legal."
COLL-202311-00016,ACC0040253,IND2202001456,1115.91,12,pre_delinquent,2023-11-12,sms,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end."
COLL-202311-00017,ACC0008641,IND1906000825,2333.05,210,write_off,2023-11-28,app_message,,,,closed,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202311-00018,ACC0042916,IND2204007142,940.78,51,early_collections,2023-11-12,branch_visit,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202311-00019,ACC0047720,IND2207000159,299.15,8,pre_delinquent,2023-11-12,letter,,,,closed,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202311-00020,ACC0058293,IND2301006137,1170.16,2,pre_delinquent,2023-11-01,phone_call,456.4,2023-11-22,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R456 by month-end."
COLL-202311-00021,ACC0068554,IND2306007611,1139.18,46,early_collections,2023-11-14,app_message,,,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202311-00022,ACC0008641,IND1906000825,1763.22,76,late_collections,2023-11-17,app_message,,,,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-202311-00023,ACC0014211,IND1909001986,2327.89,58,early_collections,2023-11-29,app_message,,,,open,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202311-00024,ACC0044546,IND2205014627,955.35,46,early_collections,2023-11-24,branch_visit,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202311-00025,ACC0057627,IND2301009032,2272.28,117,legal,2023-11-28,email,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202311-00026,ACC0026934,IND2104013914,1767.93,37,early_collections,2023-11-30,letter,,,,resolved,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R750 cash. Account now current."
COLL-202311-00027,ACC0036275,IND2112004995,2582.34,5,pre_delinquent,2023-11-04,branch_visit,976.79,2023-11-30,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
