payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202003-00001,COLL-202003-00026,ACC0008936,IND19008259,2020-04-02,2708.70,card,True,2350.86
REC-202003-00002,COLL-202003-00022,ACC0012190,IND19004395,2020-03-28,844.20,cash_deposit,False,590.90
REC-202003-00003,COLL-202003-00010,ACC0011126,IND19006577,2020-04-03,1105.01,cash_deposit,False,1015.04
REC-202003-00004,COLL-202003-00016,ACC0007628,IND19005196,2020-03-21,601.69,card,False,534.17
REC-202003-00005,COLL-202003-00028,ACC0000600,IND19006065,2020-03-31,582.05,debit_order,True,840.48
REC-202003-00006,COLL-202003-00008,ACC0007842,IND19009173,2020-03-03,2435.34,eft,False,1542.52
REC-202003-00007,COLL-202003-00001,ACC0004317,IND19004320,2020-03-08,995.26,card,False,3182.35
REC-202003-00008,COLL-202003-00027,ACC0009780,IND19017567,2020-03-29,898.57,debit_order,False,500.06
REC-202003-00009,COLL-202003-00023,ACC0016868,IND19019445,2020-03-31,498.44,cash_deposit,False,389.08
REC-202003-00010,COLL-202003-00036,ACC0015112,IND19010963,2020-03-18,167.89,cash_deposit,False,997.30
REC-202003-00011,COLL-202003-00012,ACC0008936,IND19008259,2020-03-20,562.64,cash_deposit,True,2504.35
REC-202003-00012,COLL-202003-00003,ACC0017883,IND19014767,2020-03-12,316.28,cash_deposit,False,757.60
REC-202003-00013,COLL-202003-00031,ACC0007275,IND19010245,2020-03-17,571.70,cash_deposit,True,1961.88
REC-202003-00014,COLL-202003-00013,ACC0008421,IND19002733,2020-03-31,2858.43,cash_deposit,False,1922.16
