response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202002-0000001,CAMP-2020-001,IND2002001303,,2020-02-14,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000002,CAMP-2020-001,IND2002001461,,2020-02-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000003,CAMP-2020-001,IND2002001499,,2020-02-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000004,CAMP-2020-001,IND2002001923,,2020-02-13,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000005,CAMP-2020-001,IND2002000686,,2020-02-18,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000006,CAMP-2020-001,IND2002001292,,2020-02-17,complained,,branch_poster,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202002-0000007,CAMP-2020-001,IND2002001502,,2020-02-15,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000008,CAMP-2020-001,IND2002000604,,2020-02-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000009,CAMP-2020-001,IND2002000350,,2020-02-19,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000010,CAMP-2020-001,IND2002000490,,2020-02-02,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000011,CAMP-2020-001,IND2002001586,,2020-02-04,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000012,CAMP-2020-001,IND2002000939,,2020-02-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000013,CAMP-2020-001,IND2002001977,,2020-02-29,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000014,CAMP-2020-001,IND2002001213,,2020-02-07,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202002-0000015,CAMP-2020-001,IND2002000986,,2020-02-05,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000016,CAMP-2020-001,IND2002000759,,2020-02-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000017,CAMP-2020-001,IND2002000270,,2020-02-11,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000018,CAMP-2020-001,IND2002000056,,2020-02-25,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000019,CAMP-2020-001,COM2002000013,,2020-02-22,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000020,CAMP-2020-001,IND2002000312,,2020-02-13,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000021,CAMP-2020-001,IND2002000906,,2020-02-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000022,CAMP-2020-001,IND2002000657,,2020-02-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000023,CAMP-2020-001,IND2002000518,,2020-02-12,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000024,CAMP-2020-001,IND2002002332,,2020-02-28,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000025,CAMP-2020-001,IND2002001098,,2020-02-05,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000026,CAMP-2020-001,IND2002001225,,2020-02-21,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000027,CAMP-2020-001,IND2002002115,,2020-02-26,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000028,CAMP-2020-001,IND2002000218,,2020-02-13,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000029,CAMP-2020-001,IND2002001460,,2020-02-01,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000030,CAMP-2020-001,IND2002002028,,2020-02-28,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000031,CAMP-2020-001,IND2002000440,,2020-02-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000032,CAMP-2020-001,IND2002002253,,2020-02-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000033,CAMP-2020-001,IND2002001245,,2020-02-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000034,CAMP-2020-001,IND2002001934,,2020-02-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000035,CAMP-2020-001,IND2002002015,,2020-02-18,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000036,CAMP-2020-001,IND2002001143,,2020-02-24,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000037,CAMP-2020-001,IND2002001354,,2020-02-14,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202002-0000038,CAMP-2020-001,IND2002000745,,2020-02-26,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000039,CAMP-2020-001,IND2002002340,,2020-02-29,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000040,CAMP-2020-001,IND2002001511,,2020-02-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000041,CAMP-2020-001,IND2002002326,,2020-02-22,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000042,CAMP-2020-001,IND2002001363,,2020-02-01,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202002-0000043,CAMP-2020-002,IND2002002181,,2020-02-04,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000044,CAMP-2020-002,IND2002000701,,2020-02-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000045,CAMP-2020-002,IND2002000174,,2020-02-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000046,CAMP-2020-002,IND2002000114,,2020-02-14,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000047,CAMP-2020-002,IND2002001824,,2020-02-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000048,CAMP-2020-002,IND2002000674,,2020-02-11,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000049,CAMP-2020-002,IND2002001632,,2020-02-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000050,CAMP-2020-002,IND2002000256,,2020-02-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000051,CAMP-2020-002,IND2002002369,,2020-02-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000052,CAMP-2020-002,IND2002002147,,2020-02-12,converted,225.0,sms,Customer accepted offer for digital_wallet through sms.
RESP-202002-0000053,CAMP-2020-002,IND2002000645,,2020-02-11,opted_out,,sms,Customer opted out of marketing messages for this channel.
RESP-202002-0000054,CAMP-2020-002,IND2002000763,,2020-02-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000055,CAMP-2020-002,IND2002002053,,2020-02-12,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000056,CAMP-2020-002,IND2002001392,,2020-02-14,opened,,sms,Customer opened or viewed the campaign message.
RESP-202002-0000057,CAMP-2020-002,IND2002000510,,2020-02-05,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202002-0000058,CAMP-2020-002,IND2002001009,,2020-02-16,ignored,,sms,No direct action recorded after campaign exposure.
