case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-201905-00001,ACC0006981,COM19000093,8073.04,112,legal,2019-05-05,branch_visit,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.
COLL-201905-00002,ACC0002248,IND19012631,686.79,68,late_collections,2019-05-17,phone_call,,,payment_holiday,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: payment holiday.
COLL-201905-00003,ACC0000361,IND19010400,1190.85,50,early_collections,2019-05-09,phone_call,501.09,2019-05-15,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-201905-00004,ACC0001001,IND19005012,1288.87,90,late_collections,2019-05-12,phone_call,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-201905-00005,ACC0002945,IND19009436,1880.09,16,pre_delinquent,2019-05-08,phone_call,938.90,2019-05-15,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-201905-00006,ACC0004762,IND19013396,398.6,38,early_collections,2019-05-23,branch_visit,200.04,2019-05-27,restructured,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Arrangement: restructured.
COLL-201905-00007,ACC0002285,IND19014584,4418.15,81,late_collections,2019-05-10,branch_visit,,,restructured,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 500 communicated; customer requested until month-end. Arrangement: restructured.
COLL-201905-00008,ACC0001641,COM19000218,25459.62,37,early_collections,2019-05-01,letter,8418.14,2019-06-07,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-201905-00009,ACC0004254,IND19015408,895.1,21,pre_delinquent,2019-05-25,letter,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-201905-00010,ACC0006209,IND19009400,2424.34,200,write_off,2019-05-15,branch_visit,,,,closed,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
