payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201905-00001,COLL-201905-00005,ACC0002945,IND19009436,2019-06-03,619.73,eft,False,1260.36
REC-201905-00002,COLL-201905-00023,ACC0002285,IND19014584,2019-05-23,2083.73,card,False,1974.34
REC-201905-00003,COLL-201905-00012,ACC0006088,IND19000806,2019-05-24,1183.75,eft,False,2876.86
REC-201905-00004,COLL-201905-00021,ACC0000687,IND19005091,2019-05-21,33.47,cash_deposit,False,210.76
REC-201905-00005,COLL-201905-00013,ACC0004254,IND19015408,2019-05-04,136.75,eft,False,777.11
REC-201905-00006,COLL-201905-00001,ACC0006981,COM19000093,2019-05-27,3394.23,card,False,4678.81
REC-201905-00007,COLL-201905-00026,ACC0005740,IND19008836,2019-05-09,391.34,eft,False,772.66
REC-201905-00008,COLL-201905-00003,ACC0000361,IND19010400,2019-05-15,511.45,cash_deposit,True,679.40
REC-201905-00009,COLL-201905-00006,ACC0004762,IND19013396,2019-05-27,195.71,debit_order,True,202.89
REC-201905-00010,COLL-201905-00019,ACC0006683,IND19001562,2019-05-21,819.24,debit_order,False,5391.26
REC-201905-00011,COLL-201905-00008,ACC0001641,COM19000218,2019-06-07,8713.40,card,True,16746.22
