case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202503-00001,ACC0056250,IND2211011361,257.71,89,late_collections,2025-03-29,app_message,,,,resolved,Pieter van der Merwe,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Arrangement agreed: R1 200/month for 6 months starting 15 June."
COLL-202503-00002,ACC0011990,IND1908001331,1695.46,115,legal,2025-03-14,branch_visit,,,,open,Johan Botha,Former churned customer returned; new arrears flagged after failed debit order. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202503-00003,ACC0095611,IND2409013640,1188.39,1,pre_delinquent,2025-03-08,letter,462.83,2025-03-29,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R463 cash. Account now current."
COLL-202503-00004,ACC0064277,IND2304022523,1254.51,25,pre_delinquent,2025-03-21,app_message,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202503-00005,ACC0022944,IND2102012666,4075.82,229,write_off,2025-03-16,sms,,,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202503-00006,ACC0082720,IND2402020344,7900.98,22,pre_delinquent,2025-03-31,sms,1611.35,2025-03-10,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202503-00007,ACC0059026,IND2301007701,3415.5,21,pre_delinquent,2025-03-11,sms,,,,resolved,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end."
COLL-202503-00008,ACC0027806,IND2105004498,20037.85,36,early_collections,2025-03-07,app_message,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202503-00009,ACC0027162,IND2105000782,1610.75,9,pre_delinquent,2025-03-15,letter,,,,closed,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end."
COLL-202503-00010,ACC0035231,IND2111016469,200.0,12,pre_delinquent,2025-03-05,letter,,,,closed,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R750 cash. Account now current."
COLL-202503-00011,ACC0052607,IND2209017414,1020.22,88,late_collections,2025-03-09,letter,551.64,2025-03-22,settlement_offer,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R552/month for 6 months starting 6 July. Arrangement: settlement offer.
COLL-202503-00012,ACC0093760,IND2408005608,1550.03,82,late_collections,2025-03-20,phone_call,,,,closed,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required."
