payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202211-00001,COLL-202211-00031,ACC0000311,IND1901003026,2022-11-29,106.42,eft,False,235.02
REC-202211-00002,COLL-202211-00042,ACC0045746,IND2205010523,2022-11-09,459.35,eft,False,497.16
REC-202211-00003,COLL-202211-00025,ACC0034620,IND2111001828,2022-11-08,437.78,cash_deposit,False,755.68
REC-202211-00004,COLL-202211-00005,ACC0037294,IND2201009784,2022-11-13,431.94,cash_deposit,False,522.02
REC-202211-00005,COLL-202211-00030,ACC0042106,IND2203013234,2022-11-23,2363.02,debit_order,False,1440.82
REC-202211-00006,COLL-202211-00012,ACC0033555,IND2110009052,2022-12-22,1340.46,eft,False,1549.27
REC-202211-00007,COLL-202211-00009,ACC0044158,COM2204000361,2022-11-17,6514.28,debit_order,False,49474.07
REC-202211-00008,COLL-202211-00021,ACC0031785,IND2108005885,2022-11-20,172.75,eft,True,264.22
REC-202211-00009,COLL-202211-00039,ACC0032684,IND2109011036,2022-11-03,1400.68,cash_deposit,False,1483.83
REC-202211-00010,COLL-202211-00035,ACC0031488,IND2108009376,2022-11-24,578.6,card,True,1274.53
REC-202211-00011,COLL-202211-00041,ACC0031488,IND2108009376,2022-12-03,754.05,debit_order,True,1981.23
REC-202211-00012,COLL-202211-00043,ACC0026556,IND2104019171,2022-11-18,156.6,eft,False,143.92
REC-202211-00013,COLL-202211-00010,ACC0040872,IND2202002719,2022-11-30,234.25,card,False,700.92
REC-202211-00014,COLL-202211-00018,ACC0049690,IND2208019463,2022-11-28,896.5,eft,False,625.26
REC-202211-00015,COLL-202211-00036,ACC0054107,IND2210004131,2022-11-16,597.4,cash_deposit,False,1682.09
REC-202211-00016,COLL-202211-00033,ACC0016089,IND1911011202,2022-11-14,170.93,card,True,179.31
REC-202211-00017,COLL-202211-00024,ACC0005639,IND1904002056,2022-11-10,368.23,card,True,843.28
REC-202211-00018,COLL-202211-00001,ACC0000220,IND1901000552,2022-11-30,289.41,eft,True,1134.15
