statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,reconciliation_run_id,exception_category,gl_classification,root_cause_tag
BST-ACC0021148-000067,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-25 17:02:00,2020-12-25,Cash Deposit Fee,FEE-202012-86510,-27.95,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021148-3M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0021148-000068,ACC0021148,IND20003872,Keystone Retail Bank,2021-01-25 11:30:00,2021-01-25,Cash Deposit Fee,FEE-202101-27084,-5.83,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021148-3M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0021148-000069,ACC0021148,IND20003872,Keystone Retail Bank,2021-02-25 11:32:00,2021-02-25,Service Fee,FEE-202102-97198,-13.95,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021148-3M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0021149-000062,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-25 16:23:00,2020-12-25,Withholding_Tax,FEE-202012-76481,-40.51,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021149-000063,ACC0021149,IND20000159,Keystone Retail Bank,2021-01-25 11:13:00,2021-01-25,Interest Income,FEE-202101-68540,3.67,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0021149-000064,ACC0021149,IND20000159,Keystone Retail Bank,2021-01-25 11:13:00,2021-01-25,Withholding_Tax,FEE-202101-83359,-1.27,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021149-000065,ACC0021149,IND20000159,Keystone Retail Bank,2021-02-25 13:01:00,2021-02-25,Bank Charge,FEE-202102-57655,-96.62,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0021149-000066,ACC0021149,IND20000159,Keystone Retail Bank,2021-02-25 13:01:00,2021-02-25,Withholding_Tax,FEE-202102-44408,-11.28,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021149-000067,ACC0021149,IND20000159,Keystone Retail Bank,2021-03-25 08:12:00,2021-03-25,Interest Income,FEE-202103-30432,2.67,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0021149-000068,ACC0021149,IND20000159,Keystone Retail Bank,2021-03-25 08:12:00,2021-03-25,Withholding Tax,FEE-202103-96778,-2.99,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021149-000069,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Interest_Income,FEE-202104-23994,3.1,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0021149-000070,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Service Fee,FEE-202104-88508,-92.58,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0021149-000071,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Bank_Charge,FEE-202104-12430,-158.01,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0021149-000072,ACC0021149,IND20000159,Keystone Retail Bank,2021-05-25 15:05:00,2021-05-25,Service_Fee,FEE-202105-15801,-111.65,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0021149-000073,ACC0021149,IND20000159,Keystone Retail Bank,2021-05-25 15:05:00,2021-05-25,Interest Income,FEE-202105-91682,1.97,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021149-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0021150-000066,ACC0021150,IND20002067,Keystone Retail Bank,2020-12-25 10:34:00,2020-12-25,Cash Deposit Fee,FEE-202012-95536,-6.08,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0021150-000067,ACC0021150,IND20002067,Keystone Retail Bank,2021-01-25 11:41:00,2021-01-25,Withholding_Tax,FEE-202101-65034,-10.44,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021150-000068,ACC0021150,IND20002067,Keystone Retail Bank,2021-02-25 14:52:00,2021-02-25,Service Fee,FEE-202102-93691,-136.71,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0021150-000069,ACC0021150,IND20002067,Keystone Retail Bank,2021-03-25 08:56:00,2021-03-25,Cash Deposit Fee,FEE-202103-34931,-136.64,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0021150-000070,ACC0021150,IND20002067,Keystone Retail Bank,2021-03-25 08:56:00,2021-03-25,Withholding_Tax,FEE-202103-34825,-37.56,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0021150-000071,ACC0021150,IND20002067,Keystone Retail Bank,2021-04-25 10:08:00,2021-04-25,Service Fee,FEE-202104-82650,-121.59,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0021150-000072,ACC0021150,IND20002067,Keystone Retail Bank,2021-05-25 16:16:00,2021-05-25,Interest Income,FEE-202105-36192,3.9,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202012-ACC0021150-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
