case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202506-00001,ACC0008317,COM1905000239,1033.7,6,pre_delinquent,2025-06-18,branch_visit,207.01,2025-06-19,,resolved,Nomsa Dlamini,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Promise to pay recorded after outbound call. Follow-up scheduled."
COLL-202506-00002,ACC0041364,IND2202006548,1629.04,3,pre_delinquent,2025-06-15,email,414.47,2025-07-06,,open,Pieter van der Merwe,Former churned customer returned; new arrears flagged after failed debit order. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202506-00003,ACC0010617,IND1907010181,1122.7,284,write_off,2025-06-14,branch_visit,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202506-00004,ACC0041299,IND2202016195,3871.69,26,pre_delinquent,2025-06-27,branch_visit,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202506-00005,ACC0018235,IND19012223,2833.18,36,early_collections,2025-06-27,phone_call,764.81,2025-06-12,,closed,David Govender,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202506-00006,ACC0036739,IND2112001126,1856.73,69,late_collections,2025-06-29,branch_visit,,,,closed,David Govender,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 10 July.
COLL-202506-00007,ACC0076482,IND2310003939,1108.18,70,late_collections,2025-06-06,email,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R350/month for 6 months starting 6 April.
COLL-202506-00008,ACC0000810,IND1901014075,1386.82,103,legal,2025-06-30,sms,,,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required. Escalating to legal."
COLL-202506-00009,ACC0057468,IND2301014766,3960.66,58,early_collections,2025-06-02,letter,,,extended_term,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: extended term.
COLL-202506-00010,ACC0059347,IND2301011288,1569.66,332,write_off,2025-06-10,email,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
