payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202409-00001,COLL-202409-00017,ACC0025255,IND2104000796,2024-10-02,1150.92,eft,False,2576.26
REC-202409-00002,COLL-202409-00015,ACC0066677,IND2305002439,2024-10-04,256.3,card,False,708.04
REC-202409-00003,COLL-202409-00033,ACC0085045,IND2403011996,2024-09-21,594.13,cash_deposit,True,1265.63
REC-202409-00004,COLL-202409-00026,ACC0040126,IND2202013521,2024-09-27,581.22,debit_order,True,1621.04
REC-202409-00005,COLL-202409-00036,ACC0013078,IND1909003585,2024-09-09,49.81,eft,False,150.19
REC-202409-00006,COLL-202409-00022,ACC0022787,IND2102000174,2024-09-05,480.81,cash_deposit,False,522.59
REC-202409-00007,COLL-202409-00011,ACC0032910,IND2109000158,2024-09-01,113.93,debit_order,False,230.92
REC-202409-00008,COLL-202409-00010,ACC0062474,IND2304016517,2024-10-15,144.03,card,False,905.62
REC-202409-00009,COLL-202409-00040,ACC0028136,IND2105001831,2024-09-26,471.06,cash_deposit,False,545.19
REC-202409-00010,COLL-202409-00029,ACC0008718,IND1906013926,2024-09-10,618.72,debit_order,False,570.96
REC-202409-00011,COLL-202409-00020,ACC0063181,IND2304008101,2024-10-03,2329.29,eft,False,5857.71
REC-202409-00012,COLL-202409-00037,ACC0007488,IND1905008680,2024-09-21,654.89,eft,True,1238.12
REC-202409-00013,COLL-202409-00038,ACC0004333,IND1903009236,2024-09-25,731.64,eft,False,1932.4
REC-202409-00014,COLL-202409-00002,ACC0022109,IND2101005140,2024-09-20,249.16,cash_deposit,False,2082.9
REC-202409-00015,COLL-202409-00005,ACC0040776,IND2202004728,2024-09-28,200.79,eft,False,200.83
REC-202409-00016,COLL-202409-00007,ACC0033007,IND2109000934,2024-09-07,173.76,card,True,138.28
