payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202103-00001,COLL-202103-00019,ACC0017900,IND1911015599,2021-04-06,1555.21,debit_order,False,921.35
REC-202103-00002,COLL-202103-00015,ACC0004255,IND1903018626,2021-03-21,496.38,cash_deposit,True,762.83
REC-202103-00003,COLL-202103-00013,ACC0006803,IND1904001507,2021-03-11,1120.69,debit_order,False,1255.84
REC-202103-00004,COLL-202103-00028,ACC0014399,IND1909000094,2021-03-11,630.56,eft,False,976.94
REC-202103-00005,COLL-202103-00027,ACC0009388,IND1906001269,2021-03-18,2777.55,eft,False,2823.44
REC-202103-00006,COLL-202103-00023,ACC0006088,IND1904000806,2021-03-16,1912.06,debit_order,False,1558.55
REC-202103-00007,COLL-202103-00011,ACC0003510,IND1903002726,2021-03-23,78.87,cash_deposit,True,185.86
REC-202103-00008,COLL-202103-00020,ACC0001788,IND1902012630,2021-03-26,1050.91,card,False,1268.77
REC-202103-00009,COLL-202103-00034,ACC0010186,IND1907003972,2021-03-14,1288.18,debit_order,True,1328.21
REC-202103-00010,COLL-202103-00032,ACC0000456,IND1901006712,2021-03-31,205.69,cash_deposit,True,306.36
REC-202103-00011,COLL-202103-00024,ACC0008219,IND1905011636,2021-04-06,891.02,debit_order,False,629.61
REC-202103-00012,COLL-202103-00004,ACC0010157,IND1907012944,2021-03-10,905.04,card,False,843.56
REC-202103-00013,COLL-202103-00006,ACC0004667,IND1903010993,2021-04-03,1923.92,cash_deposit,False,1066.95
REC-202103-00014,COLL-202103-00022,ACC0012994,IND1909011271,2021-03-03,468.21,card,False,1108.83
