payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201907-00001,COLL-201907-00009,ACC0002934,IND1902011169,2019-08-01,2251.91,eft,False,3286.11
REC-201907-00002,COLL-201907-00029,ACC0001267,IND1901012469,2019-07-09,164.16,eft,False,590.87
REC-201907-00003,COLL-201907-00008,ACC0000295,IND1901012061,2019-07-31,452.43,cash_deposit,True,727.29
REC-201907-00004,COLL-201907-00011,ACC0004485,IND1903003032,2019-07-15,269.06,eft,True,1463.11
REC-201907-00005,COLL-201907-00022,ACC0004498,IND1903007097,2019-07-27,233.04,eft,False,747.88
REC-201907-00006,COLL-201907-00010,ACC0009163,IND1906005213,2019-07-25,1210.02,card,False,1214.42
REC-201907-00007,COLL-201907-00019,ACC0000203,IND1901005110,2019-07-13,213.08,card,False,208.17
REC-201907-00008,COLL-201907-00013,ACC0004873,IND1903015619,2019-07-01,375.15,debit_order,False,1301.41
REC-201907-00009,COLL-201907-00023,ACC0009716,IND1906014329,2019-07-10,727.33,debit_order,False,1465.23
REC-201907-00010,COLL-201907-00001,ACC0005859,IND1904014037,2019-08-04,555.05,debit_order,True,1021.32
REC-201907-00011,COLL-201907-00028,ACC0004667,IND1903010993,2019-07-30,586.48,debit_order,False,550.29
REC-201907-00012,COLL-201907-00027,ACC0006052,IND1904000197,2019-07-21,2893.24,debit_order,False,1875.35
REC-201907-00013,COLL-201907-00006,ACC0001335,IND1901015197,2019-07-04,751.41,card,False,3032.87
