case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202102-00001,ACC0006131,IND1904010064,1987.85,79,late_collections,2021-02-13,email,528.49,2021-03-04,,open,Lerato Khumalo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Churned customer — no active transactional account; pursuing outstanding loan balance."
COLL-202102-00002,ACC0003542,IND1903013270,1675.83,108,legal,2021-02-09,phone_call,,,,open,Fatima Patel,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal."
COLL-202102-00003,ACC0003542,IND1903013270,2085.8,1,pre_delinquent,2021-02-21,phone_call,943.16,2021-02-23,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R943 communicated; customer requested until month-end.
COLL-202102-00004,ACC0011932,IND1908016374,5280.74,82,late_collections,2021-02-24,branch_visit,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202102-00005,ACC0017021,IND1911005782,2960.79,88,late_collections,2021-02-17,branch_visit,,,,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 500 cash. Account now current."
COLL-202102-00006,ACC0016948,IND1911007143,888.33,113,legal,2021-02-27,phone_call,396.16,2021-02-08,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202102-00007,ACC0000669,IND1901015013,3777.42,3,pre_delinquent,2021-02-02,sms,1769.25,2021-03-04,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202102-00008,ACC0002719,IND1902013176,3116.82,118,legal,2021-02-24,letter,,,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202102-00009,ACC0007650,IND1905001079,2005.03,97,legal,2021-02-13,email,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 500/month for 6 months starting 2 September. Escalating to legal.
COLL-202102-00010,ACC0009335,IND1906012989,2278.25,21,pre_delinquent,2021-02-13,email,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-202102-00011,ACC0009673,IND1906009993,1785.32,56,early_collections,2021-02-23,sms,857.99,2021-02-20,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R858 communicated; customer requested until month-end.
COLL-202102-00012,ACC0005284,IND1903004670,1456.65,31,early_collections,2021-02-12,sms,338.74,2021-02-14,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202102-00014,ACC0007560,IND1905012605,825.29,54,early_collections,2021-02-11,phone_call,,,,closed,David Govender,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-202102-00015,ACC0007375,IND1905005931,2372.01,45,early_collections,2021-02-26,letter,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end."
