suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202208-00001,ACC0039136,IND2202010215,email,2022-08-19 15:15:00,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202208-00002,ACC0007046,IND1905011062,phone_call,17/08/2022 09:40,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202208-00003,ACC0003924,IND1903013108,app_message,2022-08-12T22:27:17+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202208-00004,ACC0015824,IND1911011426,branch_visit,06/08/2022 09:20,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202208-00005,ACC0006126,IND1904004181,phone_call,18/08/2022 16:34,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202208-00006,ACC0029892,IND2106006729,email,2022-08-29 06:13:35,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202208-00007,ACC0021164,IND2012003827,email,2022-08-28 20:48:31,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202208-00008,ACC0047489,IND2207003699,branch_visit,10/08/2022 08:20,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202208-00009,ACC0042404,IND2203002242,email,2022-08-27 16:53:41,Please send clearer notifications when account details change.,other,submitted
SUG-202208-00010,ACC0028984,IND2106016097,app_message,2022-08-06T14:08:39+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202208-00011,ACC0044632,IND2205009238,app_message,2022-08-15T10:11:41+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202208-00012,ACC0045485,IND2205013362,phone_call,03/08/2022 15:57,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202208-00013,ACC0033197,IND2109010438,app_message,2022-08-29T18:51:37+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202208-00014,ACC0043418,IND2204013119,phone_call,13/08/2022 13:36,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202208-00015,ACC0045417,IND2205016729,branch_visit,15/08/2022 10:45,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202208-00016,ACC0040131,IND2202020544,app_message,2022-08-30T22:11:58+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202208-00017,ACC0011173,IND1907002918,app_message,2022-08-24T10:32:31+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202208-00018,ACC0011269,COM1907000047,email,2022-08-19 22:13:39,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
