comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202208-000001,ACC0044375,IND2205009899,sms,outbound,2022-08-27T14:11:38+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,incorrect_charge
COMM-202208-000002,ACC0012275,IND1908004402,sms,outbound,2022-08-18T09:14:40+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,False,
COMM-202208-000003,ACC0006309,IND1904003220,app_message,inbound,2022-08-20T19:00:26+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,neutral,False,
COMM-202208-000004,ACC0045879,COM2205000208,app_message,inbound,2022-08-24T15:52:39+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,False,
COMM-202208-000005,ACC0032186,IND2109012357,phone_call,inbound,06/08/2022 16:55,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202208-000006,ACC0030773,IND2107013993,email,inbound,2022-08-01 07:21:02,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,statement_error
COMM-202208-000007,ACC0044758,IND2205017234,app_message,inbound,2022-08-23T16:58:22+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,True,fee_dispute
COMM-202208-000008,ACC0022522,IND2101012050,branch_visit,inbound,23/08/2022 15:45,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,positive,False,
COMM-202208-000009,ACC0044919,IND2205017927,email,inbound,2022-08-28 07:47:53,Account enquiry,Please assist with my banking enquiry.,negative,True,fee_dispute
COMM-202208-000010,ACC0017494,IND1907008408,app_message,outbound,2022-08-02T10:32:18+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
