payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202207-00001,COLL-202207-00001,ACC0008306,IND1905000077,2022-07-05,987.77,debit_order,False,1791.65
REC-202207-00002,COLL-202207-00042,ACC0040253,IND2202001456,2022-07-06,1265.84,cash_deposit,False,957.5
REC-202207-00003,COLL-202207-00007,ACC0000220,IND1901000552,2022-07-12,237.37,cash_deposit,False,1735.38
REC-202207-00004,COLL-202207-00034,ACC0021690,IND2101000721,2022-07-26,1672.72,debit_order,True,3390.04
REC-202207-00005,COLL-202207-00030,ACC0034687,IND2111004318,2022-07-06,222.8,eft,False,370.15
REC-202207-00006,COLL-202207-00043,ACC0038413,IND2201001365,2022-07-24,868.92,cash_deposit,True,1227.61
REC-202207-00007,COLL-202207-00038,ACC0034526,IND2111014105,2022-07-09,554.97,card,False,846.58
REC-202207-00008,COLL-202207-00024,ACC0028900,IND2106016566,2022-07-17,483.42,debit_order,True,2412.49
REC-202207-00009,COLL-202207-00044,ACC0017450,IND1910002178,2022-07-29,139.35,debit_order,False,123.73
REC-202207-00010,COLL-202207-00041,ACC0034530,IND2111003136,2022-07-11,1236.41,debit_order,False,1055.35
REC-202207-00011,COLL-202207-00037,ACC0044066,IND2204011147,2022-08-21,2454.82,cash_deposit,False,1781.28
REC-202207-00012,COLL-202207-00003,ACC0028265,IND2105011500,2022-07-13,1706.21,card,True,3147.21
REC-202207-00013,COLL-202207-00009,ACC0025141,IND2104009970,2022-07-31,692.17,card,False,2872.03
REC-202207-00014,COLL-202207-00005,ACC0025829,IND2104015701,2022-07-28,762.8,eft,True,1875.87
REC-202207-00015,COLL-202207-00019,ACC0009631,IND1906003016,2022-07-26,1858.02,debit_order,False,1943.22
REC-202207-00016,COLL-202207-00014,ACC0028265,IND2105011500,2022-08-14,5097.39,card,False,6227.64
REC-202207-00017,COLL-202207-00006,ACC0025141,IND2104009970,2022-07-28,730.03,card,True,1134.35
REC-202207-00018,COLL-202207-00013,ACC0039365,IND2202011648,2022-07-05,2709.5,card,False,1495.4
