payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202005-00001,COLL-202005-00035,ACC0004102,IND1903007126,2020-05-18,889.66,debit_order,True,2077.29
REC-202005-00002,COLL-202005-00026,ACC0014083,IND1909000057,2020-05-01,1007.8,card,False,968.78
REC-202005-00003,COLL-202005-00017,ACC0006752,IND1904007656,2020-05-27,70.59,debit_order,False,177.69
REC-202005-00004,COLL-202005-00009,ACC0002944,IND1902011863,2020-06-17,2815.37,cash_deposit,False,15045.16
REC-202005-00005,COLL-202005-00023,ACC0015071,IND1910011567,2020-06-21,115.4,card,False,484.32
REC-202005-00006,COLL-202005-00014,ACC0010595,IND1907012613,2020-05-28,1264.32,debit_order,False,2091.04
REC-202005-00007,COLL-202005-00004,ACC0009623,IND1906009069,2020-05-29,1819.0,debit_order,False,2208.16
REC-202005-00008,COLL-202005-00012,ACC0002934,IND1902011169,2020-05-15,2406.56,card,True,4484.5
REC-202005-00009,COLL-202005-00031,ACC0002778,IND1902013008,2020-05-29,1058.31,eft,True,1654.56
REC-202005-00010,COLL-202005-00034,ACC0011078,IND1907012587,2020-05-04,399.89,debit_order,False,454.49
REC-202005-00011,COLL-202005-00030,ACC0007470,IND1905002781,2020-05-27,1701.83,eft,False,1307.26
REC-202005-00012,COLL-202005-00002,ACC0006817,IND1904002143,2020-05-07,647.75,eft,False,623.72
REC-202005-00013,COLL-202005-00020,ACC0009065,IND1906001825,2020-05-10,695.87,cash_deposit,False,1280.07
REC-202005-00014,COLL-202005-00019,ACC0006131,IND1904010064,2020-05-29,389.6,eft,True,1100.92
