case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202512-00001,ACC0030236,IND2107008943,1207.03,53,early_collections,2025-12-11,sms,,,payment_holiday,resolved,Pieter van der Merwe,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Legal letter sent via registered post. Awaiting response before summons. Arrangement: payment holiday."
COLL-202512-00002,ACC0011613,IND1908010239,1664.94,62,late_collections,2025-12-24,letter,841.51,2025-12-25,,resolved,Zanele Ndlovu,"Former churned customer returned; new arrears flagged after failed debit order. Customer visited branch, paid R842 cash. Account now current."
COLL-202512-00003,ACC0009506,IND1906008495,3003.64,45,early_collections,2025-12-31,branch_visit,,,restructured,closed,Ayanda Mthembu,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Customer visited branch, paid R750 cash. Account now current. Arrangement: restructured."
COLL-202512-00004,ACC0106650,IND2504012502,4448.62,10,pre_delinquent,2025-12-17,branch_visit,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202512-00005,ACC0090247,COM2406000017,5488.37,16,pre_delinquent,2025-12-11,app_message,2913.92,2026-01-08,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 914 by month-end."
COLL-202512-00006,ACC0004747,IND1903000886,1483.3,64,late_collections,2025-12-18,email,383.3,2025-12-23,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202512-00007,ACC0089953,IND2406013480,642.17,15,pre_delinquent,2025-12-05,app_message,296.71,2026-01-01,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Settlement offer of R297 communicated; customer requested until month-end.
COLL-202512-00008,ACC0000904,IND1901010238,604.41,79,late_collections,2025-12-10,letter,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202512-00009,ACC0085077,IND2403007640,267.86,267,write_off,2025-12-31,phone_call,,,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end."
COLL-202512-00010,ACC0090967,IND2407006246,2399.18,58,early_collections,2025-12-06,email,527.66,2025-12-22,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202512-00011,ACC0114312,IND2509009194,27430.83,45,early_collections,2025-12-29,email,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202512-00012,ACC0052090,IND2209006148,1493.83,62,late_collections,2025-12-04,branch_visit,464.63,2025-12-21,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R465/month for 6 months starting 18 December.
COLL-202512-00013,ACC0050234,IND2208007697,5195.52,19,pre_delinquent,2025-12-02,sms,,,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R750 cash. Account now current."
COLL-202512-00014,ACC0070562,IND2307011197,1676.42,58,early_collections,2025-12-22,phone_call,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202512-00015,ACC0047067,IND2206009585,1791.56,51,early_collections,2025-12-16,email,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202512-00016,ACC0105819,IND2503009000,409.07,50,early_collections,2025-12-29,letter,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202512-00017,ACC0067398,IND2306017802,2661.34,110,legal,2025-12-30,sms,,,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R350 communicated; customer requested until month-end. Escalating to legal.
COLL-202512-00018,ACC0011613,IND1908010239,1208.6,101,legal,2025-12-19,app_message,610.97,2025-12-30,,resolved,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required. Escalating to legal."
COLL-202512-00019,ACC0091799,IND2408018083,683.48,59,early_collections,2025-12-02,app_message,,,restructured,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: restructured.
COLL-202512-00021,ACC0028406,IND2105008628,1682.25,109,legal,2025-12-27,letter,,,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.
COLL-202512-00022,ACC0068763,IND2306011128,627.95,30,pre_delinquent,2025-12-25,branch_visit,,,,closed,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-202512-00023,ACC0093971,IND2409005558,3179.21,81,late_collections,2025-12-03,app_message,,,,closed,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current."
COLL-202512-00024,ACC0097774,IND2411004860,1253.73,72,late_collections,2025-12-30,branch_visit,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202512-00025,ACC0058623,IND2301009233,2151.15,98,legal,2025-12-24,email,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.
COLL-202512-00026,ACC0007802,IND1905005932,986.73,226,write_off,2025-12-19,branch_visit,,,,closed,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current."
COLL-202512-00028,ACC0059471,IND2301019038,4076.78,81,late_collections,2025-12-29,sms,,,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required."
COLL-202512-00029,ACC0110532,IND2506023542,2282.81,35,early_collections,2025-12-30,app_message,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202512-00030,ACC0110391,IND2506022520,8953.76,75,late_collections,2025-12-26,email,1391.22,2025-12-11,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202512-00031,ACC0083135,IND2402006408,537.76,20,pre_delinquent,2025-12-13,phone_call,138.33,2026-01-05,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202512-00032,ACC0032550,IND2109013863,2365.55,43,early_collections,2025-12-12,app_message,,,payment_holiday,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal. Arrangement: payment holiday."
COLL-202512-00033,ACC0073735,IND2309015843,404.0,109,legal,2025-12-27,sms,158.53,2025-12-28,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202512-00034,ACC0065998,IND2305015237,1332.35,125,write_off,2025-12-15,letter,,,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 11 October.
COLL-202512-00035,ACC0078700,IND2312005742,434.98,17,pre_delinquent,2025-12-25,sms,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 1 March.
COLL-202512-00036,ACC0095130,IND2409004357,5673.78,76,late_collections,2025-12-25,branch_visit,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 500/month for 6 months starting 28 November.
COLL-202512-00037,ACC0093411,IND2408004308,1424.37,42,early_collections,2025-12-31,branch_visit,,,,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
