transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202200000001,ACC0001282,IND19007129,LN2019010000002,LDO20220000001,42,2022-07-14,04:03:27,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,1.83,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000002,ACC0000071,IND19001466,LN2019010000009,LDO20220000002,42,2022-07-31,04:41:23,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,1.62,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000003,ACC0001490,IND19011784,LN2019010000010,LDO20220000003,42,2022-07-23,03:16:20,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,1.72,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000004,ACC0000278,IND19005139,LN2019010000015,LDO20220000004,42,2022-07-29,04:25:26,2596.5,Debit,Completed,,Loan Payment - LN2019010000015 - Late Fee,False,,0.93,,Automated,Vehicle Loan,late_payment,False,loan_payment_generator,False,
TXNL202200000005,ACC0000597,IND19000749,LN2019010000017,LDO20220000001,42,2022-07-22,03:31:14,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,1.08,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000006,ACC0000731,IND19012784,LN2019010000018,LDO20220000002,42,2022-07-30,03:18:05,4603.72,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000018,False,,1.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000007,ACC0000999,IND19000704,LN2019010000021,LDO20220000005,42,2022-07-30,02:53:18,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.13,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000008,ACC0000362,IND19010400,LN2019010000034,LDO20220000003,42,2022-07-20,02:08:13,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,1.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000009,ACC0000761,IND19003341,LN2019010000037,LDO20220000004,41,2022-07-10,02:20:01,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000010,ACC0000361,IND19010400,LN2019010000048,LDO20220000002,42,2022-07-30,04:59:51,990.52,Debit,Completed,,Loan Payment - LN2019010000048,False,,1.37,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202200000011,ACC0000305,IND19009608,LN2019010000064,LDO20220000006,42,2022-07-15,04:10:27,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,1.89,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
