transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202100000001,ACC0001282,IND19007129,LN2019010000002,,32,2021-09-14,03:04:58,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000002,ACC0000071,IND19001466,LN2019010000009,,32,2021-09-30,02:47:06,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000003,ACC0001490,IND19011784,LN2019010000010,LDO20210000001,32,2021-09-23,04:29:07,2454.22,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2019010000010,False,,0.1,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000004,ACC0000278,IND19005139,LN2019010000015,LDO20210000002,32,2021-09-29,03:33:21,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,0.88,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000005,ACC0000597,IND19000749,LN2019010000017,LDO20210000001,32,2021-09-22,02:15:29,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,1.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000006,ACC0000731,IND19012784,LN2019010000018,LDO20210000002,32,2021-09-30,03:30:18,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.08,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000007,ACC0000999,IND19000704,LN2019010000021,LDO20210000003,32,2021-09-30,02:12:48,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000008,ACC0000362,IND19010400,LN2019010000034,LDO20210000004,32,2021-09-20,04:41:23,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000009,ACC0000761,IND19003341,LN2019010000037,LDO20210000005,31,2021-09-10,02:11:57,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000010,ACC0000661,IND19013332,LN2019010000040,LDO20210000006,32,2021-09-25,04:59:27,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,1.16,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000011,ACC0000361,IND19010400,LN2019010000048,LDO20210000001,32,2021-09-30,02:39:53,990.52,Debit,Failed,mandate_limit,Loan Payment - LN2019010000048,False,,1.26,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000012,ACC0000305,IND19009608,LN2019010000064,LDO20210000007,32,2021-09-15,02:28:59,2723.86,Debit,Completed,,Loan Payment - LN2019010000064 - Late Fee,False,,0.22,,Automated,Personal Loan,late_payment,False,loan_payment_generator,False,
TXNL202100000013,ACC0000093,IND19006568,LN2019010000071,LDO20210000002,32,2021-09-13,04:05:27,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,0.22,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000014,ACC0000412,IND19013952,LN2019010000075,LDO20210000003,32,2021-09-30,02:25:10,3629.72,Debit,Completed,,Loan Payment - LN2019010000075,False,,1.8,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000015,ACC0000227,IND19010979,LN2019010000078,LDO20210000004,32,2021-09-13,02:21:47,686.25,Debit,Completed,,Loan Payment - LN2019010000078,False,,0.16,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000016,ACC0000895,IND19014589,LN2019010000089,LDO20210000008,32,2021-09-30,02:35:37,2233.95,Debit,Failed,bank_timeout,Loan Payment - LN2019010000089 - Extra Principal,False,,1.85,,Automated,Vehicle Loan,extra_payment,False,loan_payment_generator,False,
TXNL202100000017,ACC0001439,IND19009694,LN2019010000095,LDO20210000010,32,2021-09-18,03:02:38,1221.56,Debit,Completed,,Loan Payment - LN2019010000095,False,,0.01,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000018,ACC0000263,IND19010479,LN2019010000097,LDO20210000011,32,2021-09-14,04:32:17,3516.13,Debit,Completed,,Loan Payment - LN2019010000097 - Partial,False,,0.48,,Automated,Home Loan,partial_payment,False,loan_payment_generator,False,
TXNL202100000019,ACC0000410,IND19006375,LN2019010000101,LDO20210000006,32,2021-09-22,04:24:10,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,1.18,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000020,ACC0000187,IND19005404,LN2019010000103,LDO20210000012,32,2021-09-29,04:31:32,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,0.46,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000021,ACC0000901,IND19009242,LN2019010000104,LDO20210000001,32,2021-09-28,04:54:35,2070.51,Debit,Completed,,Loan Payment - LN2019010000104,False,,0.45,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000022,ACC0000365,IND19005374,LN2019010000112,LDO20210000007,32,2021-09-20,04:11:55,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,0.68,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000023,ACC0000066,IND19000708,LN2019010000114,LDO20210000013,32,2021-09-24,02:23:17,3062.01,Debit,Completed,,Loan Payment - LN2019010000114,False,,0.41,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000024,ACC0000041,IND19003405,LN2019010000118,LDO20210000014,32,2021-09-11,03:10:26,1317.23,Debit,Completed,,Loan Payment - LN2019010000118,False,,1.14,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000025,ACC0000146,IND19003418,LN2019010000122,LDO20210000015,31,2021-09-04,03:46:47,1173.8,Debit,Completed,,Loan Payment - LN2019010000122,False,,1.55,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000026,ACC0000812,IND19000596,LN2019010000123,LDO20210000016,31,2021-09-08,02:17:21,3065.36,Debit,Completed,,Loan Payment - LN2019010000123,False,,1.9,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000027,ACC0000726,IND19012497,LN2019010000124,LDO20210000017,32,2021-09-13,02:43:37,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,0.53,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000028,ACC0000959,IND19007081,LN2019010000129,LDO20210000018,32,2021-09-14,03:49:31,1082.28,Debit,Completed,,Loan Payment - LN2019010000129,False,,1.34,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000029,ACC0000635,IND19017267,LN2019010000138,LDO20210000002,31,2021-09-03,03:45:42,5989.53,Debit,Completed,,Loan Payment - LN2019010000138,False,,1.71,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000030,ACC0000642,IND19009914,LN2019010000142,LDO20210000019,32,2021-09-24,03:00:34,777.29,Debit,Completed,,Loan Payment - LN2019010000142 - Late Fee,False,,1.5,,Automated,Vehicle Loan,late_payment,False,loan_payment_generator,False,
TXNL202100000031,ACC0001601,IND19014936,LN2019010000149,LDO20210000020,32,2021-09-13,08:23:16,1342.76,Debit,Completed,,Loan Payment - LN2019010000149,False,,1.42,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,True,timestamp_shift
TXNL202100000032,ACC0000615,IND19010153,LN2019010000152,LDO20210000021,32,2021-09-20,04:48:36,3016.9,Debit,Completed,,Loan Payment - LN2019010000152,False,,1.7,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000033,ACC0001661,COM19000313,LN2019010000156,LDO20210000022,32,2021-09-14,02:48:40,4855.01,Debit,Completed,,Loan Payment - LN2019010000156,False,,0.2,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000034,ACC0000626,IND19000516,LN2019010000160,LDO20210000023,32,2021-09-27,02:28:36,2189.1,Debit,Completed,,Loan Payment - LN2019010000160,False,,1.48,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000035,ACC0001092,IND19002621,LN2019010000162,LDO20210000024,32,2021-09-27,02:17:48,1579.38,Debit,Completed,,Loan Payment - LN2019010000162,False,,0.17,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000036,ACC0001482,IND19001446,LN2019010000169,LDO20210000025,32,2021-09-26,04:17:49,1384.01,Debit,Completed,,Loan Payment - LN2019010000169,False,,1.55,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000037,ACC0000544,IND19004718,LN2019010000182,LDO20210000026,32,2021-09-22,04:37:07,3538.33,Debit,Completed,,Loan Payment - LN2019010000182,False,,0.96,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000038,ACC0001221,IND19011832,LN2019010000190,LDO20210000003,32,2021-09-15,02:10:21,5061.94,Debit,Failed,mandate_limit,Loan Payment - LN2019010000190,False,,1.85,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000039,ACC0000233,IND19001157,LN2019010000192,LDO20210000027,32,2021-09-16,02:29:22,3022.14,Debit,Completed,,Loan Payment - LN2019010000192,False,,1.58,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000040,ACC0000224,IND19008065,LN2019010000206,LDO20210000028,32,2021-09-14,02:12:23,812.7,Debit,Completed,,Loan Payment - LN2019010000206 - Partial,False,,1.86,,Automated,Vehicle Loan,partial_payment,False,loan_payment_generator,False,
TXNL202100000041,ACC0000708,IND19015529,LN2019010000217,LDO20210000029,32,2021-09-27,03:53:50,1520.07,Debit,Completed,,Loan Payment - LN2019010000217,False,,0.94,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000042,ACC0001510,IND19016623,LN2019010000221,LDO20210000008,32,2021-09-19,03:30:11,4570.13,Debit,Completed,,Loan Payment - LN2019010000221 - Extra Principal,False,,1.89,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202100000043,ACC0000091,IND19012355,LN2019010000228,LDO20210000030,32,2021-09-18,02:32:24,2454.25,Debit,Completed,,Loan Payment - LN2019010000228,False,,0.88,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000044,ACC0001340,IND19008807,LN2019010000234,LDO20210000009,32,2021-09-30,03:03:43,1707.41,Debit,Completed,,Loan Payment - LN2019010000234,False,,1.96,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000045,ACC0001291,IND19005742,LN2019010000238,LDO20210000032,32,2021-09-17,04:50:01,1155.73,Debit,Completed,,Loan Payment - LN2019010000238,False,,0.45,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000046,ACC0000295,IND19012061,LN2019010000258,LDO20210000033,32,2021-09-17,03:45:46,1803.51,Debit,Completed,,Loan Payment - LN2019010000258,False,,0.67,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000047,ACC0000166,IND19004971,LN2019010000260,LDO20210000005,32,2021-09-30,03:13:08,1481.13,Debit,Completed,,Loan Payment - LN2019010000260,False,,0.96,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000048,ACC0000030,IND19010515,LN2019010000266,LDO20210000010,32,2021-09-25,02:32:38,1516.71,Debit,Completed,,Loan Payment - LN2019010000266,False,,1.02,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000049,ACC0000717,IND19015259,LN2019010000274,LDO20210000011,31,2021-09-10,04:15:31,916.67,Debit,Completed,,Loan Payment - LN2019010000274,False,,1.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000050,ACC0001416,IND19002948,LN2019010000279,LDO20210000006,32,2021-09-10,04:55:34,4691.89,Debit,Completed,,Loan Payment - LN2019010000279,False,,0.5,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000051,ACC0000115,IND19013155,LN2019010000284,LDO20210000012,32,2021-09-27,03:50:47,1427.41,Debit,Completed,,Loan Payment - LN2019010000284,False,,0.56,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000052,ACC0001420,IND19005575,LN2019010000292,LDO20210000034,32,2021-09-15,02:38:18,17242.21,Debit,Completed,,Loan Payment - LN2019010000292,False,,2.0,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000053,ACC0001436,IND19002442,LN2019010000293,LDO20210000035,32,2021-09-27,03:27:28,10757.66,Debit,Completed,,Loan Payment - LN2019010000293,False,,1.48,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000054,ACC0000701,IND19016305,LN2019010000299,LDO20210000036,32,2021-09-14,03:54:43,2803.82,Debit,Completed,,Loan Payment - LN2019010000299,False,,1.01,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000055,ACC0001255,IND19002467,LN2019010000300,LDO20210000037,32,2021-09-18,04:53:06,2816.5,Debit,Completed,,Loan Payment - LN2019010000300,False,,1.52,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000056,ACC0000938,IND19013886,LN2019010000306,LDO20210000001,32,2021-09-27,03:46:58,2595.97,Debit,Completed,,Loan Payment - LN2019010000306 - Late Fee,False,,1.96,,Automated,Personal Loan,late_payment,False,loan_payment_generator,False,
TXNL202100000057,ACC0000656,IND19013092,LN2019010000312,LDO20210000007,32,2021-09-11,04:43:55,1691.27,Debit,Completed,,Loan Payment - LN2019010000312 - Recovery,False,,0.4,,Automated,Home Loan,recovery_payment,True,loan_payment_generator,False,
TXNL202100000058,ACC0000695,IND19002767,LN2019010000321,LDO20210000013,31,2021-09-02,04:25:48,2580.81,Debit,Completed,,Loan Payment - LN2019010000321,False,,1.39,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000059,ACC0000456,IND19006712,LN2019010000324,LDO20210000038,32,2021-09-28,02:56:54,577.1,Debit,Completed,,Loan Payment - LN2019010000324,False,,0.94,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000060,ACC0001167,IND19004585,LN2019010000343,LDO20210000039,32,2021-09-29,03:26:40,2426.09,Debit,Completed,,Loan Payment - LN2019010000343,False,,1.53,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000061,ACC0000213,IND19003541,LN2019010000347,LDO20210000014,32,2021-09-11,03:16:21,1164.39,Debit,Completed,,Loan Payment - LN2019010000347,False,,1.02,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000062,ACC0000060,IND19004334,LN2019010000350,LDO20210000040,32,2021-09-14,03:40:18,1643.06,Debit,Completed,,Loan Payment - LN2019010000350,False,,1.91,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000063,ACC0000646,IND19017126,LN2019010000351,LDO20210000015,31,2021-09-07,02:24:06,6034.41,Debit,Completed,,Loan Payment - LN2019010000351,False,,0.83,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000064,ACC0000457,IND19014286,LN2019010000356,LDO20210000041,31,2021-09-04,03:50:59,1686.44,Debit,Completed,,Loan Payment - LN2019010000356,False,,1.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000065,ACC0001358,IND19015137,LN2019010000368,LDO20210000016,32,2021-09-17,02:32:53,906.4,Debit,Completed,,Loan Payment - LN2019010000368,False,,0.12,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000066,ACC0000551,IND19010018,LN2019010000378,LDO20210000042,31,2021-09-04,02:13:27,4462.51,Debit,Completed,,Loan Payment - LN2019010000378,False,,1.3,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000067,ACC0000417,IND19009850,LN2019010000380,LDO20210000017,31,2021-09-04,03:24:02,6671.0,Debit,Completed,,Loan Payment - LN2019010000380,False,,1.8,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000068,ACC0000732,IND19013668,LN2019010000386,LDO20210000018,32,2021-09-16,02:45:03,5822.18,Debit,Completed,,Loan Payment - LN2019010000386,False,,0.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000069,ACC0000333,IND19016196,LN2019010000387,LDO20210000043,31,2021-09-04,03:55:26,4417.62,Debit,Completed,,Loan Payment - LN2019010000387,False,,0.81,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000070,ACC0001449,IND19011707,LN2019010000388,LDO20210000044,32,2021-09-15,02:26:47,3506.91,Debit,Completed,,Loan Payment - LN2019010000388,False,,1.15,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000071,ACC0001041,IND19014771,LN2019010000390,LDO20210000002,31,2021-09-09,02:39:12,2202.53,Debit,Completed,,Loan Payment - LN2019010000390,False,,1.99,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000072,ACC0000724,IND19005518,LN2019010000406,LDO20210000046,32,2021-09-30,03:24:20,2062.72,Debit,Completed,,Loan Payment - LN2019010000406,False,,1.24,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000073,ACC0000669,IND19015013,LN2019010000408,LDO20210000047,32,2021-09-21,04:15:35,4235.65,Debit,Completed,,Loan Payment - LN2019010000408,False,,1.23,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000074,ACC0000392,IND19006420,LN2019010000422,LDO20210000019,32,2021-09-14,04:38:34,3242.75,Debit,Completed,,Loan Payment - LN2019010000422,False,,0.94,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000075,ACC0001215,IND19009203,LN2019010000449,LDO20210000048,31,2021-09-03,04:24:30,245.6,Debit,Completed,,Loan Payment - LN2019010000449,False,,0.02,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000076,ACC0000677,IND19014762,LN2019010000450,LDO20210000049,32,2021-09-23,03:28:17,2083.6,Debit,Completed,,Loan Payment - LN2019010000450,False,,0.24,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000077,ACC0001668,COM19000073,LN2019010000455,LDO20210000020,32,2021-09-27,04:17:31,14981.17,Debit,Completed,,Loan Payment - LN2019010000455,False,,1.01,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000078,ACC0000769,IND19003379,LN2019010000462,LDO20210000050,32,2021-09-19,04:37:05,1029.76,Debit,Completed,,Loan Payment - LN2019010000462,False,,1.21,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000079,ACC0000639,IND19007802,LN2019010000464,LDO20210000021,32,2021-09-26,04:12:47,2991.38,Debit,Completed,,Loan Payment - LN2019010000464,False,,1.81,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000080,ACC0000029,IND19014833,LN2019010000478,LDO20210000051,32,2021-09-28,04:04:14,1635.7,Debit,Failed,mandate_limit,Loan Payment - LN2019010000478,False,,0.47,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000081,ACC0001111,IND19004921,LN2019010000485,LDO20210000022,31,2021-09-04,02:09:25,6532.35,Debit,Completed,,Loan Payment - LN2019010000485,False,,0.56,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000082,ACC0000311,IND19003026,LN2019010000487,LDO20210000023,31,2021-09-09,03:59:37,450.66,Debit,Completed,,Loan Payment - LN2019010000487,False,,1.94,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000083,ACC0000416,IND19005427,LN2019010000496,LDO20210000052,31,2021-09-02,04:45:38,297.43,Debit,Failed,bank_timeout,Loan Payment - LN2019010000496,False,,0.91,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000084,ACC0000155,IND19004807,LN2019010000506,LDO20210000024,32,2021-09-22,04:54:14,1750.32,Debit,Completed,,Loan Payment - LN2019010000506,False,,0.8,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000085,ACC0001365,IND19015299,LN2019010000510,LDO20210000053,32,2021-09-18,02:07:09,305.32,Debit,Completed,,Loan Payment - LN2019010000510,False,,1.17,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000086,ACC0001281,IND19007129,LN2019010000517,LDO20210000054,31,2021-09-02,03:21:32,920.69,Debit,Failed,mandate_limit,Loan Payment - LN2019010000517 - Partial,False,,0.37,,Automated,Personal Loan,partial_payment,False,loan_payment_generator,False,
TXNL202100000087,ACC0001214,IND19003792,LN2019010000525,LDO20210000055,31,2021-09-03,03:51:22,788.26,Debit,Completed,,Loan Payment - LN2019010000525,False,,0.9,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000088,ACC0000964,IND19014388,LN2019010000542,LDO20210000056,32,2021-09-10,03:53:16,2668.1,Debit,Completed,,Loan Payment - LN2019010000542,False,,0.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000089,ACC0000932,IND19008584,LN2019010000557,LDO20210000025,32,2021-09-29,04:38:52,3493.79,Debit,Completed,,Loan Payment - LN2019010000557,False,,0.21,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000090,ACC0001001,IND19005012,LN2019010000562,LDO20210000057,32,2021-09-21,02:07:50,1563.13,Debit,Completed,,Loan Payment - LN2019010000562,False,,1.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000091,ACC0001173,IND19009154,LN2019010000564,LDO20210000058,32,2021-09-20,03:26:25,1118.46,Debit,Completed,,Loan Payment - LN2019010000564,False,,0.5,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000092,ACC0001267,IND19012469,LN2019010000566,LDO20210000026,32,2021-09-23,02:18:52,1437.68,Debit,Completed,,Loan Payment - LN2019010000566,False,,1.47,,Automated,Home Loan,standard_payment,False,loan_payment_generator,True,amount_rounding_error
TXNL202100000093,ACC0001556,IND19015946,LN2019010000568,LDO20210000059,32,2021-09-17,03:34:32,4858.36,Debit,Completed,,Loan Payment - LN2019010000568,False,,0.22,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000094,ACC0000607,IND19001644,LN2019010000574,LDO20210000060,32,2021-09-10,03:09:48,1656.14,Debit,Completed,,Loan Payment - LN2019010000574,False,,1.26,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000095,ACC0000922,IND19002862,LN2019010000575,LDO20210000003,31,2021-09-02,04:17:22,1134.12,Debit,Completed,,Loan Payment - LN2019010000575,False,,0.11,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000096,ACC0000229,IND19003127,LN2019010000592,LDO20210000027,32,2021-09-23,02:59:01,3882.22,Debit,Completed,,Loan Payment - LN2019010000592,False,,1.85,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000097,ACC0000184,IND19000180,LN2019010000593,LDO20210000061,31,2021-09-06,04:10:22,471.84,Debit,Completed,,Loan Payment - LN2019010000593,False,,1.95,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
