transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202400000001,ACC0001282,IND19007129,LN2019010000002,LDO20240000001,61,2024-02-14,04:49:04,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,1.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000002,ACC0000071,IND19001466,LN2019010000009,LDO20240000001,61,2024-02-29,03:07:51,2974.04,Debit,Completed,,Loan Payment - LN2019010000009 - Extra Principal,False,,1.49,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202400000003,ACC0001490,IND19011784,LN2019010000010,LDO20240000002,61,2024-02-23,03:36:59,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000004,ACC0000278,IND19005139,LN2019010000015,,61,2024-02-29,04:18:34,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,2.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000005,ACC0000597,IND19000749,LN2019010000017,LDO20240000003,61,2024-02-22,03:39:46,1531.05,Debit,Completed,,Loan Payment - LN2019010000017 - Late Fee,False,,0.38,,Automated,Home Loan,late_payment,False,loan_payment_generator,False,
TXNL202400000006,ACC0000731,IND19012784,LN2019010000018,LDO20240000002,61,2024-02-29,03:30:55,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,0.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000007,ACC0000999,IND19000704,LN2019010000021,LDO20240000004,61,2024-02-29,04:21:20,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.75,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000008,ACC0000362,IND19010400,LN2019010000034,LDO20240000005,61,2024-02-20,03:21:09,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.81,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000009,ACC0000761,IND19003341,LN2019010000037,,60,2024-02-10,04:29:10,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000010,ACC0000093,IND19006568,LN2019010000071,,61,2024-02-13,03:21:52,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000011,ACC0001439,IND19009694,LN2019010000095,LDO20240000010,61,2024-02-18,02:13:38,1221.56,Debit,Failed,account_blocked,Loan Payment - LN2019010000095,False,,0.0,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000012,ACC0000263,IND19010479,LN2019010000097,LDO20240000006,61,2024-02-14,02:08:51,5630.01,Debit,Failed,bank_timeout,Loan Payment - LN2019010000097,False,,0.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000013,ACC0000410,IND19006375,LN2019010000101,LDO20240000011,61,2024-02-22,03:42:14,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,1.14,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000014,ACC0000187,IND19005404,LN2019010000103,LDO20240000007,61,2024-02-29,03:24:51,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,1.37,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000015,ACC0000365,IND19005374,LN2019010000112,LDO20240000012,61,2024-02-20,04:48:47,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,1.4,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000016,ACC0000066,IND19000708,LN2019010000114,LDO20240000013,61,2024-02-24,02:18:41,3062.01,Debit,Completed,,Loan Payment - LN2019010000114,False,,1.07,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202400000017,ACC0000146,IND19003418,LN2019010000122,LDO20240000015,60,2024-02-04,03:41:13,706.51,Debit,Completed,,Loan Payment - LN2019010000122 - Partial,False,,1.31,,Automated,Personal Loan,partial_payment,False,loan_payment_generator,False,
TXNL202400000018,ACC0000812,IND19000596,LN2019010000123,LDO20240000016,60,2024-02-08,03:25:05,2472.97,Debit,Completed,,Loan Payment - LN2019010000123 - Recovery,False,,0.43,,Automated,Home Loan,recovery_payment,True,loan_payment_generator,False,
