payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202411-00001,COLL-202411-00035,ACC0000393,IND1901006420,2024-11-05,184.33,card,False,458.52
REC-202411-00002,COLL-202411-00016,ACC0042449,IND2203008778,2024-11-24,333.84,eft,False,1513.08
REC-202411-00004,COLL-202411-00011,ACC0037724,IND2201019829,2024-11-25,3493.98,debit_order,False,3812.45
REC-202411-00005,COLL-202411-00022,ACC0062548,IND2304004319,2024-11-14,170.47,eft,True,322.98
REC-202411-00006,COLL-202411-00028,ACC0091055,IND2407009297,2024-11-19,1382.8,eft,False,3746.1
REC-202411-00007,COLL-202411-00017,ACC0092829,IND2408026488,2024-12-01,421.99,cash_deposit,True,924.26
REC-202411-00008,COLL-202411-00033,ACC0023969,IND2102009437,2024-12-10,2683.02,card,False,1730.29
REC-202411-00009,COLL-202411-00026,ACC0064951,IND2305018647,2024-11-29,1930.76,cash_deposit,True,3307.76
REC-202411-00010,COLL-202411-00031,ACC0020686,IND2009002572,2024-11-05,1889.26,card,False,2058.09
REC-202411-00011,COLL-202411-00024,ACC0032910,IND2109000158,2024-12-12,82.16,cash_deposit,False,467.44
REC-202411-00012,COLL-202411-00034,ACC0037724,IND2201019829,2024-11-30,3803.18,card,True,7245.91
REC-202411-00013,COLL-202411-00012,ACC0031714,IND2108008536,2024-11-25,411.5,debit_order,False,734.81
REC-202411-00014,COLL-202411-00003,ACC0012994,IND1909011271,2024-11-11,786.55,eft,False,579.94
