payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202010-00001,COLL-202010-00004,ACC0014337,IND19006207,2020-10-27,378.43,cash_deposit,False,371.64
REC-202010-00002,COLL-202010-00012,ACC0015064,IND19005733,2020-10-06,297.22,debit_order,False,2031.89
REC-202010-00003,COLL-202010-00030,ACC0013409,IND19003934,2020-10-09,230.26,cash_deposit,False,422.20
REC-202010-00004,COLL-202010-00008,ACC0002323,IND19018302,2020-10-23,1617.74,eft,False,1211.92
REC-202010-00005,COLL-202010-00026,ACC0009042,IND19002747,2020-10-24,351.52,eft,False,1047.84
REC-202010-00006,COLL-202010-00034,ACC0016918,IND19003793,2020-10-21,6447.69,cash_deposit,False,3803.98
REC-202010-00007,COLL-202010-00036,ACC0015363,IND19012136,2020-11-11,1574.14,eft,False,1776.76
REC-202010-00008,COLL-202010-00024,ACC0013662,IND19018850,2020-11-02,1143.60,debit_order,True,1119.39
REC-202010-00009,COLL-202010-00025,ACC0004917,IND19005268,2020-10-09,147.66,card,False,429.86
REC-202010-00010,COLL-202010-00014,ACC0017331,IND19000388,2020-10-24,376.13,debit_order,True,672.24
REC-202010-00011,COLL-202010-00017,ACC0002140,IND19013361,2020-10-28,3449.92,card,False,2033.52
REC-202010-00012,COLL-202010-00011,ACC0010160,IND19012728,2020-10-20,4615.35,debit_order,False,5294.48
REC-202010-00013,COLL-202010-00018,ACC0018052,IND19011725,2020-11-23,521.44,debit_order,False,467.51
REC-202010-00014,COLL-202010-00010,ACC0009301,IND19009701,2020-11-03,1512.55,card,False,879.47
REC-202010-00015,COLL-202010-00032,ACC0012113,IND19011037,2020-10-29,2104.89,card,False,2229.54
