comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202410-000001,ACC0021788,IND21006738,whatsapp,inbound,19-Oct-2024 07:37,App login problem,"Eish, The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.",neutral,,,False,
COMM-202410-000002,ACC0006501,IND19012993,branch_visit,inbound,20/10/2024 08:05,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,,,False,
COMM-202410-000003,ACC0081099,IND24003777,chatbot,inbound,2024-10-21T14:00:39+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202410-000004,ACC0056184,IND22000970,app_message,outbound,2024-10-07T07:15:57+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202410-000005,ACC0049354,IND22011664,social_media,inbound,2024/10/17 19:23:56,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202410-000006,ACC0042183,IND22008883,phone_call,inbound,16/10/2024 18:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,,,False,
COMM-202410-000007,ACC0052093,IND22006870,social_media,inbound,2024/10/07 06:18:36,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,negative,,,True,failed_transaction
COMM-202410-000008,ACC0025484,IND21015870,chatbot,inbound,2024-10-04T17:58:22+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,service_delay
COMM-202410-000009,ACC0088955,IND24004988,app_message,inbound,2024-10-05T03:26:20+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,,,False,
COMM-202410-000010,ACC0029695,IND21004163,sms,outbound,2024-10-19T21:33:19+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,Conduct teams press for clearer evidence on fees and failed payments,,False,
COMM-202410-000011,ACC0051298,IND22016104,social_media,inbound,2024/10/31 12:21:02,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,neutral,,,False,
COMM-202410-000012,ACC0029615,IND21009882,whatsapp,inbound,10-Oct-2024 03:03,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,digital_issue
COMM-202410-000013,ACC0006462,IND19000151,branch_visit,inbound,28/10/2024 10:30,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,,,False,
COMM-202410-000014,ACC0042463,IND22005312,social_media,inbound,2024/10/28 21:28:43,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,service_delay
COMM-202410-000015,ACC0046983,IND22000541,branch_visit,inbound,20/10/2024 09:30,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,other
COMM-202410-000016,ACC0028542,IND21008093,app_message,outbound,2024-10-31T17:56:55+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202410-000017,ACC0022545,COM21000132,phone_call,inbound,31/10/2024 16:15,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge
COMM-202410-000018,ACC0072287,IND23025158,sms,outbound,2024-10-09T17:44:00+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,,,False,
COMM-202410-000019,ACC0071429,IND23000204,whatsapp,inbound,23-Oct-2024 13:07,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,False,
COMM-202410-000020,ACC0030469,IND21011062,phone_call,inbound,22/10/2024 07:09,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,positive,,,False,
COMM-202410-000021,ACC0011551,IND19001572,whatsapp,outbound,18-Oct-2024 17:51,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,Banks watch debit-order strain as households adjust spending,,False,
