comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202410-000007,ACC0052093,IND22006870,social_media,inbound,2024/10/07 06:18:36,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,negative,,,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202410-000008,ACC0025484,IND21015870,chatbot,inbound,2024-10-04T17:58:22+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202410-000012,ACC0029615,IND21009882,whatsapp,inbound,10-Oct-2024 03:03,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202410-000014,ACC0042463,IND22005312,social_media,inbound,2024/10/28 21:28:43,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202410-000015,ACC0046983,IND22000541,branch_visit,inbound,20/10/2024 09:30,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,other,open,Customer care team reviewing the account history.
COMM-202410-000017,ACC0022545,COM21000132,phone_call,inbound,31/10/2024 16:15,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge,escalted,Charge sent to finance controls for validation against tariff table.
COMM-202410-000022,ACC0061416,IND23000936,app_message,inbound,2024-10-17T19:11:34+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202410-000024,ACC0034880, IND21008521 ,app_message,inbound,2024-10-17T18:58:27+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202410-000031,ACC0072341,IND23000495,phone_call,inbound,15/10/2024 17:11,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202410-000036,ACC0039922,IND22000195,sms,outbound,2024-10-03T18:28:08+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
