suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-201902-00001,ACC0000710,IND1901010571,phone_call,20/02/2019 15:59,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-201902-00002,ACC0001662,COM1901000313,branch_visit,17/02/2019 08:05,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-201902-00003,ACC0003052,IND1902013959,phone_call,04/02/2019 16:58,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201902-00004,ACC0000890,IND1901001057,branch_visit,07/02/2019 09:20,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-201902-00005,ACC0000209,IND1901008351,branch_visit,03/02/2019 13:50,Please make statements easier to download for tax and rental applications.,other,implemented
SUG-201902-00006,ACC0001330,IND1901015247,phone_call,10/02/2019 13:51,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-201902-00007,ACC0001925,IND1902016466,phone_call,23/02/2019 17:21,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-201902-00008,ACC0002229,IND1902012327,phone_call,23/02/2019 16:29,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,reviewed
SUG-201902-00009,ACC0000814,IND1901001427,branch_visit,24/02/2019 10:00,It would be useful to have a low-cost account for family remittances.,product_idea,implemented
SUG-201902-00010,ACC0002384,IND1902000876,branch_visit,21/02/2019 14:15,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201902-00011,ACC0001714,IND1902009033,phone_call,27/02/2019 12:48,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201902-00012,ACC0002441,IND1902008753,branch_visit,02/02/2019 13:05,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-201902-00013,ACC0001757,IND1902002746,branch_visit,21/02/2019 09:05,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201902-00014,ACC0002781,IND1902014982,branch_visit,08/02/2019 11:05,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-201902-00015,ACC0002721,IND1902004779,branch_visit,02/02/2019 13:10,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
