payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202307-00001,COLL-202307-00009,ACC0030329,IND2107012069,2023-07-01,642.77,debit_order,False,1263.75
REC-202307-00002,COLL-202307-00029,ACC0033635,IND2110002242,2023-08-01,575.27,card,True,1781.85
REC-202307-00003,COLL-202307-00042,ACC0004528,IND1903009624,2023-07-31,1394.79,cash_deposit,False,2069.14
REC-202307-00004,COLL-202307-00036,ACC0031651,IND2108004383,2023-07-10,273.68,eft,False,204.36
REC-202307-00005,COLL-202307-00028,ACC0022626,IND2102010611,2023-07-01,926.17,eft,False,923.88
REC-202307-00006,COLL-202307-00018,ACC0008503,IND1906002989,2023-07-20,79.09,eft,False,254.99
REC-202307-00007,COLL-202307-00005,ACC0063325,IND2304016671,2023-07-03,1527.69,cash_deposit,False,1416.31
REC-202307-00008,COLL-202307-00031,ACC0024636,IND2103003224,2023-08-12,464.84,cash_deposit,True,2427.44
REC-202307-00009,COLL-202307-00023,ACC0009784,IND1906004593,2023-07-26,216.3,card,False,551.98
REC-202307-00010,COLL-202307-00010,ACC0051879,IND2209002867,2023-08-28,945.35,eft,False,941.38
REC-202307-00011,COLL-202307-00030,ACC0033741,IND2110003674,2023-07-07,4472.33,card,False,4934.27
REC-202307-00012,COLL-202307-00012,ACC0054211,IND2210005138,2023-07-29,954.29,eft,False,1019.09
REC-202307-00013,COLL-202307-00015,ACC0001683,IND1902010211,2023-08-25,370.79,cash_deposit,False,1679.71
REC-202307-00014,COLL-202307-00016,ACC0016547,IND1911008923,2023-07-16,168.43,card,True,451.84
REC-202307-00015,COLL-202307-00033,ACC0040442,IND2202001774,2023-07-23,95.37,debit_order,False,329.75
REC-202307-00016,COLL-202307-00020,ACC0052637,IND2209011657,2023-07-28,138.83,card,False,449.98
REC-202307-00017,COLL-202307-00019,ACC0030299,IND2107000614,2023-07-31,585.04,cash_deposit,False,2931.54
REC-202307-00018,COLL-202307-00003,ACC0004667,IND1903010993,2023-07-18,1787.64,cash_deposit,True,1670.66
