comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202506-000001,ACC0029517,IND21006315,app_message,inbound,2025-06-20T11:30:40+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,False,
COMM-202506-000002,ACC0035646,IND21004210,branch_visit,inbound,08/06/2025 09:10,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,other
COMM-202506-000003,ACC0056758,IND22009170,sms,outbound,2025-06-08T18:32:14+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,True,fraud_concern
COMM-202506-000004,ACC0044204,IND22014864,chatbot,inbound,2025-06-14T20:53:00+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,positive,False,
COMM-202506-000005,ACC0054684,IND22021156,app_message,inbound,2025-06-24T08:25:04+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,False,
COMM-202506-000006,ACC0084381,IND24002443,branch_visit,inbound,03/06/2025 08:45,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,other
COMM-202506-000007,ACC0045552,IND22012271,app_message,inbound,2025-06-18T15:59:49+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue
COMM-202506-000008,ACC0009027,IND19009484,email,inbound,2025-06-10 20:46:32,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,False,
COMM-202506-000009,ACC0070288,IND23001457,whatsapp,inbound,21-Jun-2025 07:16,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,neutral,False,
COMM-202506-000010,ACC0029598,IND21013964,sms,outbound,2025-06-15T11:51:45+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,neutral,False,
COMM-202506-000011,ACC0005618,IND19008561,app_message,inbound,2025-06-17T06:21:28+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,positive,False,
COMM-202506-000012,ACC0056184,IND22000970,phone_call,inbound,14/06/2025 14:09,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,statement_error
COMM-202506-000013,ACC0031096,IND21011564,whatsapp,inbound,04-Jun-2025 14:59,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202506-000014,ACC0067548,IND23014185,branch_visit,inbound,20/06/2025 14:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fraud_concern
COMM-202506-000015,ACC0105468,IND25002644,sms,outbound,2025-06-15T17:09:22+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,positive,False,
COMM-202506-000016,ACC0024292,IND21001692,app_message,inbound,2025-06-15T08:15:53+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,positive,False,
COMM-202506-000017,ACC0035393,IND21014835,sms,outbound,2025-06-06T10:11:07+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,positive,False,
COMM-202506-000018,ACC0004831,IND19016980,phone_call,inbound,06/06/2025 08:10,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,positive,False,
COMM-202506-000019,ACC0088998,IND24005386,sms,outbound,2025-06-07T09:14:02+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202506-000020,ACC0079925,IND24013586,whatsapp,inbound,03-Jun-2025 13:31,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,False,
COMM-202506-000021,ACC0072800,IND23011681,app_message,inbound,2025-06-18T16:53:13+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,incorrect_charge
COMM-202506-000022,ACC0102522,IND25017582,sms,inbound,2025-06-25T11:30:45+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-202506-000023,ACC0025926,IND21001620,app_message,outbound,2025-06-17T20:49:50+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,False,
COMM-202506-000024,ACC0098145,IND24022033,whatsapp,inbound,10-Jun-2025 09:49,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,digital_issue
COMM-202506-000025,ACC0062194,IND23001638,phone_call,inbound,04/06/2025 17:51,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,False,
COMM-202506-000026,ACC0107143,IND25010753,phone_call,inbound,24/06/2025 10:43,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,False,
COMM-202506-000027,ACC0107884,IND25005683,sms,outbound,2025-06-19T08:20:44+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,True,fraud_concern
COMM-202506-000028,ACC0044510,IND22011037,phone_call,inbound,30/06/2025 16:54,Home Loan rate increase question,"Eish, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.",negative,True,service_delay
COMM-202506-000029,ACC0031286,IND21009085,chatbot,inbound,2025-06-01T17:12:20+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,digital_issue
COMM-202506-000030,ACC0030773,IND21013993,email,inbound,2025-06-23 22:51:26,Account enquiry,Please assist with my banking enquiry.,neutral,False,
COMM-202506-000031,ACC0081077,IND24011832,chatbot,outbound,2025-06-27T18:22:57+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202506-000032,ACC0105075,IND25002479,phone_call,inbound,11/06/2025 15:07,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202506-000033,ACC0076586,IND23016394,email,inbound,2025-06-29 06:08:11,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202506-000034,ACC0075552,IND23017831,email,outbound,2025-06-30 18:43:37,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202506-000035,ACC0066142,IND23006333,email,inbound,2025-06-30 07:57:31,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,incorrect_charge
COMM-202506-000036,ACC0074485,IND23006595,whatsapp,outbound,05-Jun-2025 15:15,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202506-000037,ACC0105891,IND25001146,phone_call,inbound,13/06/2025 16:43,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",positive,False,
COMM-202506-000038,ACC0093985,IND24009160,whatsapp,inbound,18-Jun-2025 17:39,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202506-000039,ACC0023140,IND21012380,phone_call,inbound,12/06/2025 08:06,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge
COMM-202506-000040,ACC0102174,COM25000213,app_message,inbound,2025-06-18T17:57:36+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202506-000041,ACC0023358,IND21004214,chatbot,inbound,2025-06-25T11:24:48+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202506-000042,ACC0067810,IND23001261,sms,outbound,2025-06-21T12:43:46+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202506-000043,ACC0073939,IND23010717,branch_visit,inbound,23/06/2025 12:50,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202506-000044,ACC0058409,IND23006031,email,outbound,2025-06-19 20:55:54,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202506-000045,ACC0085225,IND24003347,whatsapp,inbound,14-Jun-2025 17:45,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,positive,False,
COMM-202506-000046,ACC0045011,IND22012924,app_message,inbound,2025-06-10T10:18:06+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202506-000047,ACC0062191,IND23010247,whatsapp,outbound,10-Jun-2025 14:07,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202506-000048,ACC0104861,IND25015322,chatbot,inbound,2025-06-13T17:41:41+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,digital_issue
COMM-202506-000049,ACC0097087,IND24005811,whatsapp,inbound,09-Jun-2025 21:29,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,False,
COMM-202506-000050,ACC0012782,IND19006349,whatsapp,inbound,06-Jun-2025 07:44,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202506-000051,ACC0105125,IND25002059,sms,outbound,2025-06-07T10:13:47+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202506-000052,ACC0106015,IND25003763,app_message,inbound,2025-06-08T17:12:23+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,False,
COMM-202506-000053,ACC0036230,IND21014387,phone_call,inbound,08/06/2025 08:53,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-202506-000054,ACC0088312,IND24016634,social_media,inbound,2025/06/30 16:52:05,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,failed_transaction
