comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202407-000001,ACC0062766,IND23020087,app_message,inbound,2024-07-20T13:57:24+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,neutral,,,False,
COMM-202407-000002,ACC0019868,IND20002210,email,inbound,2024-07-08 12:03:35,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,,,False,
COMM-202407-000003,ACC0039906,IND22023177,app_message,outbound,2024-07-12T14:42:58+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202407-000004,ACC0023076,IND21006647,whatsapp,inbound,22-Jul-2024 05:08,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge
COMM-202407-000005,ACC0076805,IND23000953,app_message,inbound,2024-07-04T10:37:24+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,neutral,Banks watch debit-order strain as households adjust spending,,False,
COMM-202407-000006,ACC0087156,IND24006151,whatsapp,inbound,09-Jul-2024 10:30,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,positive,,,False,
COMM-202407-000007,ACC0011377,IND19012177,app_message,inbound,2024-07-04T17:40:41+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,failed_transaction
COMM-202407-000008,ACC0081620,IND24009226,app_message,inbound,2024-07-25T02:17:50+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,,,False,
COMM-202407-000009,ACC0005098,IND19008121,phone_call,inbound,01/07/2024 08:29,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202407-000010,ACC0082063,IND24010368,chatbot,inbound,2024-07-24T15:11:59+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,digital_issue
COMM-202407-000011,ACC0062301,IND23000942,app_message,inbound,2024-07-13T12:09:28+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,digital_issue
COMM-202407-000012,ACC0034159,IND21007386,email,inbound,2024-07-05 22:21:51,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202407-000013,ACC0077287,IND23013357,app_message,outbound,2024-07-10T06:28:30+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,Banks watch debit-order strain as households adjust spending,,False,
COMM-202407-000014,ACC0007527,IND19004757,whatsapp,inbound,16-Jul-2024 18:24,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,,,False,
COMM-202407-000015,ACC0059052,IND23018864,phone_call,inbound,28/07/2024 12:32,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute
COMM-202407-000016,ACC0032221,IND21012687,phone_call,inbound,26/07/2024 09:18,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202407-000017,ACC0083503,COM24000388,sms,outbound,2024-07-26T08:47:00+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,,,False,
