suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202407-00001,ACC0036605,IND2112002386,social_media,2024/07/18 20:40:35,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202407-00002,ACC0042968,IND2204005688,branch_visit,27/07/2024 11:15,Please show bank charges before the customer confirms a payment.,fees,reviewed
SUG-202407-00003,ACC0067403,IND2306005697,social_media,2024/07/16 19:55:47,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202407-00004,ACC0071202,IND2308003111,whatsapp,25-Jul-2024 20:32,Please add a simple way to see pending debit orders before month end.,digital_features,implemented
SUG-202407-00005,ACC0041723,IND2203002913,app_message,2024-07-15T10:06:53+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202407-00006,ACC0009482,IND1906001690,app_message,2024-07-30T09:34:40+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202407-00007,ACC0057627,IND2301009032,chatbot,2024-07-24T09:22:01+02:00,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202407-00008,ACC0030537,IND2107007336,whatsapp,15-Jul-2024 19:12,Please send clearer notifications when account details change.,other,submitted
SUG-202407-00009,ACC0087520,IND2405014545,whatsapp,04-Jul-2024 15:13,Please offer a small savings pocket linked to loan repayments.,product_idea,reviewed
SUG-202407-00010,ACC0063680,IND2304020014,phone_call,28/07/2024 16:49,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202407-00011,ACC0010275,IND1907007011,chatbot,2024-07-31T08:00:01+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202407-00012,ACC0081242,IND2401017506,app_message,2024-07-29T16:12:29+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202407-00013,ACC0083600,IND2403009929,chatbot,2024-07-16T10:53:54+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202407-00014,ACC0009499,IND1906001400,chatbot,2024-07-06T15:59:52+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202407-00015,ACC0081350,IND2401011862,email,2024-07-03 08:21:07,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
