payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202101-00001,COLL-202101-00008,ACC0004146,IND1903002494,2021-01-29,273.89,cash_deposit,True,315.91
REC-202101-00002,COLL-202101-00030,ACC0003394,IND1903007294,2021-02-04,284.23,eft,True,1349.13
REC-202101-00003,COLL-202101-00031,ACC0011113,IND1907013275,2021-01-02,1609.04,debit_order,False,1888.79
REC-202101-00004,COLL-202101-00019,ACC0001714,IND1902009033,2021-01-22,858.13,cash_deposit,False,707.27
REC-202101-00005,COLL-202101-00003,ACC0004283,IND1903005793,2021-01-10,759.5,card,False,1425.45
REC-202101-00006,COLL-202101-00025,ACC0012121,IND1908015743,2021-01-08,426.48,debit_order,True,1274.26
REC-202101-00007,COLL-202101-00017,ACC0004168,IND1903003614,2021-01-11,499.67,cash_deposit,False,1229.25
REC-202101-00008,COLL-202101-00009,ACC0021281,IND2012003053,2021-03-02,504.55,card,False,1453.58
REC-202101-00009,COLL-202101-00022,ACC0001096,IND1901016205,2021-02-07,528.39,cash_deposit,True,1027.86
REC-202101-00010,COLL-202101-00012,ACC0001714,IND1902009033,2021-01-19,996.85,debit_order,True,1542.87
REC-202101-00011,COLL-202101-00011,ACC0007550,IND1905011981,2021-01-25,1229.4,debit_order,True,3022.28
REC-202101-00012,COLL-202101-00013,ACC0020944,IND2011002422,2021-01-29,425.63,cash_deposit,False,1582.4
REC-202101-00013,COLL-202101-00002,ACC0011078,IND1907012587,2021-01-28,178.06,card,False,552.64
REC-202101-00014,COLL-202101-00023,ACC0000593,IND1901002980,2021-01-26,465.96,cash_deposit,False,1182.43
