payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201906-00001,COLL-201906-00029,ACC0001437,IND1901003474,2019-06-02,2057.74,cash_deposit,False,1977.55
REC-201906-00002,COLL-201906-00009,ACC0007560,IND1905012605,2019-06-29,699.3,eft,False,434.32
REC-201906-00003,COLL-201906-00021,ACC0007973,IND1905006781,2019-06-22,1313.96,eft,True,1518.89
REC-201906-00004,COLL-201906-00013,ACC0002863,IND1902012341,2019-06-27,6719.42,eft,False,10466.34
REC-201906-00005,COLL-201906-00010,ACC0000116,IND1901013155,2019-07-03,292.5,card,True,373.73
REC-201906-00006,COLL-201906-00028,ACC0006924,IND1904011913,2019-06-19,677.24,debit_order,False,492.41
REC-201906-00007,COLL-201906-00031,ACC0006413,IND1904001698,2019-07-28,3745.71,card,False,17563.86
REC-201906-00008,COLL-201906-00017,ACC0000105,IND1901015632,2019-06-13,769.05,debit_order,True,1192.23
REC-201906-00009,COLL-201906-00015,ACC0000105,IND1901015632,2019-06-08,1434.64,card,False,2143.95
REC-201906-00010,COLL-201906-00003,ACC0001129,IND1901005846,2019-06-07,334.3,eft,False,406.01
REC-201906-00011,COLL-201906-00025,ACC0001626,IND1901004114,2019-06-29,323.56,eft,True,970.71
REC-201906-00012,COLL-201906-00020,ACC0001626,IND1901004114,2019-06-18,317.27,cash_deposit,False,1855.14
