payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202501-00001,COLL-202501-00011,ACC0064039,IND2304018176,2025-01-26,79.67,debit_order,False,407.58
REC-202501-00002,COLL-202501-00037,ACC0054401,IND2210019934,2025-01-10,83.81,debit_order,True,230.45
REC-202501-00003,COLL-202501-00031,ACC0044509,IND2205009688,2025-01-02,1764.7,debit_order,False,1128.26
REC-202501-00004,COLL-202501-00012,ACC0038495,IND2201019859,2025-01-29,80.47,eft,False,288.92
REC-202501-00005,COLL-202501-00034,ACC0092949,IND2408009832,2025-01-20,1479.45,cash_deposit,False,1372.33
REC-202501-00006,COLL-202501-00030,ACC0037996,IND2201014655,2025-01-24,2864.97,card,False,4797.89
REC-202501-00007,COLL-202501-00022,ACC0051946,IND2209006920,2025-01-26,182.79,cash_deposit,False,138.07
REC-202501-00008,COLL-202501-00017,ACC0009614,IND1906017281,2025-02-06,709.8,eft,True,1760.24
REC-202501-00009,COLL-202501-00033,ACC0051779,IND2209010054,2025-02-06,597.78,eft,False,357.74
REC-202501-00010,COLL-202501-00026,ACC0047605,IND2207008884,2025-01-09,238.74,eft,False,195.71
REC-202501-00011,COLL-202501-00007,ACC0026760,IND2104012920,2025-01-31,32.4,eft,False,232.38
REC-202501-00012,COLL-202501-00003,ACC0041049,IND2202017193,2025-02-08,865.15,cash_deposit,True,2859.86
REC-202501-00013,COLL-202501-00038,ACC0098058,IND2411017713,2025-01-23,1199.33,eft,False,1317.34
REC-202501-00014,COLL-202501-00005,ACC0045823,IND2205003807,2025-01-29,191.97,debit_order,True,486.88
REC-202501-00015,COLL-202501-00014,ACC0047755,IND2207005168,2025-01-07,381.18,eft,False,1364.81
