response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202204-0000001,CAMP-2022-001,COM22000268,ACC0044176,2022-04-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202204-0000002,CAMP-2022-001,COM22000383,ACC0044160,2022-04-02,opened,,sms,Customer opened or viewed the campaign message.
RESP-202204-0000003,CAMP-2022-001,COM22000148,ACC0044162,2022-04-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202204-0000004,CAMP-2022-002,IND22005315,ACC0044108,2022-04-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202204-0000005,CAMP-2022-002,IND22001372,,2022-04-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000006,CAMP-2022-002,IND22001444,ACC0043794,2022-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202204-0000007,CAMP-2022-002,IND22012475,ACC0043617,2022-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202204-0000008,CAMP-2022-002,IND22002783,ACC0043652,2022-04-30,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202204-0000009,CAMP-2022-002,IND22012053,ACC0043309,2022-04-24,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000010,CAMP-2022-002,IND22014393,ACC0043267,2022-04-28,opened,,email,Customer opened or viewed the campaign message.
RESP-202204-0000011,CAMP-2022-002,IND22013122,ACC0043201,2022-04-23,opened,,email,Customer opened or viewed the campaign message.
RESP-202204-0000012,CAMP-2022-002,IND22005771,ACC0043110,2022-04-28,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000013,CAMP-2022-002,IND22006163,,2022-04-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202204-0000014,CAMP-2022-002,IND22005738,ACC0043907,2022-04-27,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202204-0000015,CAMP-2022-002,IND22009233,ACC0043217,2022-04-30,converted,20312.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202204-0000016,CAMP-2022-002,IND22002881,ACC0043446,2022-04-24,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000017,CAMP-2022-002,IND22000062,ACC0043514,2022-04-29,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000018,CAMP-2022-002,IND22006752,ACC0043522,2022-04-27,ignored,,email,No direct action recorded after campaign exposure.
RESP-202204-0000019,CAMP-2022-002,IND22004235,ACC0043838,2022-04-24,ignored,,email,No direct action recorded after campaign exposure.
