payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202203-00001,COLL-202203-00034,ACC0039832,IND22015437,2022-03-24,1073.90,debit_order,False,2152.78
REC-202203-00002,COLL-202203-00008,ACC0036086,IND21004780,2022-03-26,1146.91,card,False,4001.82
REC-202203-00003,COLL-202203-00010,ACC0001273,IND19004976,2022-03-09,171.26,cash_deposit,True,177.46
REC-202203-00004,COLL-202203-00025,ACC0027921,IND21010618,2022-03-18,992.14,card,False,548.23
REC-202203-00005,COLL-202203-00006,ACC0034524,IND21017158,2022-03-07,40.77,card,False,314.64
REC-202203-00006,COLL-202203-00020,ACC0000456,IND19006712,2022-03-16,107.44,eft,False,474.41
REC-202203-00007,COLL-202203-00022,ACC0029389,IND21005211,2022-03-09,977.48,debit_order,False,751.95
REC-202203-00008,COLL-202203-00016,ACC0010520,IND19001812,2022-03-12,1251.59,card,False,1277.87
REC-202203-00009,COLL-202203-00026,ACC0007661,IND19011093,2022-03-13,212.89,cash_deposit,False,307.66
REC-202203-00010,COLL-202203-00031,ACC0016245,IND19006966,2022-03-27,65.90,card,False,391.28
REC-202203-00011,COLL-202203-00018,ACC0017920,IND19007686,2022-03-08,186.55,eft,False,157.45
REC-202203-00012,COLL-202203-00039,ACC0025227,IND21005119,2022-03-20,1109.92,eft,False,895.04
REC-202203-00013,COLL-202203-00030,ACC0001931,IND19007273,2022-03-27,1037.93,debit_order,False,4228.20
REC-202203-00014,COLL-202203-00009,ACC0020956,IND20002666,2022-03-09,909.93,eft,False,4857.79
REC-202203-00015,COLL-202203-00004,ACC0001489,IND19006045,2022-04-01,587.13,debit_order,True,683.02
REC-202203-00016,COLL-202203-00014,ACC0013082,IND19002681,2022-03-09,848.92,cash_deposit,False,635.18
