case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202203-00001,ACC0005590,IND1904007712,1068.91,80,late_collections,2022-03-29,branch_visit,305.94,2022-04-02,,resolved,Fatima Patel,"Former churned customer returned; new arrears flagged after failed debit order. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202203-00002,ACC0006131,IND1904010064,1983.11,83,late_collections,2022-03-18,phone_call,,,restructured,resolved,Sipho Naidoo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: restructured."
COLL-202203-00003,ACC0005969,IND1904013685,4682.93,68,late_collections,2022-03-31,sms,,,,open,David Govender,Former churned customer returned; new arrears flagged after failed debit order. Legal letter sent via registered post. Awaiting response before summons.
COLL-202203-00004,ACC0001489,IND1901006045,1270.15,79,late_collections,2022-03-21,phone_call,565.83,2022-04-01,,resolved,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202203-00005,ACC0006913,IND1904010893,2647.75,84,late_collections,2022-03-06,phone_call,,,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202203-00006,ACC0034524,IND2111017158,355.41,52,early_collections,2022-03-08,phone_call,,,extended_term,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end. Arrangement: extended term."
COLL-202203-00007,ACC0013568,IND1909004909,9799.87,87,late_collections,2022-03-25,branch_visit,5360.16,2022-03-19,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202203-00009,ACC0020956,IND2011002666,5767.72,17,pre_delinquent,2022-03-18,letter,,,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202203-00010,ACC0001273,IND1901004976,348.72,60,early_collections,2022-03-31,app_message,163.47,2022-03-09,payment_holiday,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R163 by month-end. Arrangement: payment holiday."
COLL-202203-00011,ACC0020167,IND2007002097,1729.31,65,late_collections,2022-03-06,letter,291.72,2022-04-04,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Settlement offer of R292 communicated; customer requested until month-end.
COLL-202203-00012,ACC0007099,IND1905007886,1235.55,142,write_off,2022-03-02,sms,,,,closed,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end."
