suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202108-00001,ACC0017318,IND19014168,phone_call,08/08/2021 17:03,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202108-00002,ACC0002894,IND19017223,app_message,2021-08-10T15:39:37+02:00,Please send clearer notifications when account details change.,other,reviewed
SUG-202108-00003,ACC0030039,COM21000094,app_message,2021-08-10T21:34:07+02:00,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202108-00004,ACC0007770,IND19001785,phone_call,22/08/2021 13:38,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202108-00005,ACC0005775,IND19005306,phone_call,31/08/2021 16:22,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202108-00006,ACC0029719,IND21016975,phone_call,01/08/2021 17:53,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202108-00007,ACC0005089,IND19015343,app_message,2021-08-16T10:00:36+02:00,Please show bank charges before the customer confirms a payment.,fees,reviewed
SUG-202108-00008,ACC0001916,IND19016327,app_message,2021-08-13T19:12:34+02:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202108-00009,ACC0030672,IND21002742,app_message,2021-08-20T15:56:09+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,implemented
SUG-202108-00010,ACC0017308,IND19007237,branch_visit,11/08/2021 15:20,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202108-00011,ACC0016264,IND19019281,branch_visit,21/08/2021 11:30,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202108-00012,ACC0013185,IND19009344,app_message,2021-08-24T06:54:04+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202108-00013,ACC0023654,IND21010459,branch_visit,12/08/2021 08:50,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,reviewed
SUG-202108-00014,ACC0006135,IND19014975,app_message,2021-08-19T20:16:35+02:00,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202108-00015,ACC0011253,IND19009911,branch_visit,28/08/2021 12:50,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202108-00016,ACC0011016,IND19015052,phone_call,08/08/2021 18:06,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
