payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201903-00001,COLL-201903-00005,ACC0001730,IND1902001687,2019-03-21,1387.52,cash_deposit,True,1565.11
REC-201903-00002,COLL-201903-00013,ACC0001156,IND1901014489,2019-04-19,186.96,debit_order,False,960.22
REC-201903-00003,COLL-201903-00027,ACC0002248,IND1902012631,2019-04-02,223.17,cash_deposit,True,452.9
REC-201903-00004,COLL-201903-00012,ACC0000460,IND1901006127,2019-04-11,827.37,debit_order,False,841.06
REC-201903-00005,COLL-201903-00003,ACC0000134,IND1901012457,2019-03-12,733.19,debit_order,False,552.23
REC-201903-00006,COLL-201903-00034,ACC0000160,IND1901007622,2019-03-30,975.35,cash_deposit,True,2958.43
REC-201903-00007,COLL-201903-00002,ACC0003065,IND1902007646,2019-03-16,302.46,cash_deposit,False,437.95
REC-201903-00008,COLL-201903-00040,ACC0000889,IND1901001057,2019-03-05,329.16,debit_order,False,988.19
REC-201903-00009,COLL-201903-00036,ACC0000305,IND1901009608,2019-03-24,1177.68,eft,False,1898.83
REC-201903-00010,COLL-201903-00035,ACC0001479,IND1901015112,2019-03-17,492.01,cash_deposit,True,1085.23
REC-201903-00011,COLL-201903-00015,ACC0001479,IND1901015112,2019-03-12,683.77,cash_deposit,False,1289.74
REC-201903-00012,COLL-201903-00014,ACC0000460,IND1901006127,2019-03-05,1043.09,eft,False,574.55
REC-201903-00013,COLL-201903-00024,ACC0000155,IND1901004807,2019-03-08,428.51,cash_deposit,False,647.02
REC-201903-00014,COLL-201903-00023,ACC0002248,IND1902012631,2019-03-25,247.68,card,False,497.32
REC-201903-00015,COLL-201903-00021,ACC0002118,IND1902002552,2019-03-10,508.41,eft,False,1384.27
REC-201903-00016,COLL-201903-00039,ACC0001156,IND1901014489,2019-03-17,1357.63,cash_deposit,False,1585.1
