comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202111-000001,ACC0025872,IND21005289,phone_call,inbound,08/11/2021 10:23,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202111-000002,ACC0025263,IND21010576,phone_call,inbound,28/11/2021 14:41,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,positive,Statement delays add noise to month-end finance controls,,False,
COMM-202111-000003,ACC0023721,IND21009391,app_message,inbound,2021-11-24T06:24:11+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay
COMM-202111-000004,ACC0005880,IND19012537,phone_call,inbound,03/11/2021 13:44,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,statement_error
COMM-202111-000005,ACC0006981,COM19000093,branch_visit,inbound,24/11/2021 13:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,staff_behavior
COMM-202111-000006,ACC0009561,IND19009379,phone_call,inbound,26/11/2021 17:43,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,staff_behavior
COMM-202111-000007,ACC0000978,IND19008839,sms,inbound,2021-11-26T09:17:15+02:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202111-000008,ACC0001214,IND19003792,app_message,inbound,2021-11-20T15:37:15+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,digital_issue
COMM-202111-000009,ACC0027679,IND21015078,phone_call,inbound,21/11/2021 08:11,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,,,False,
COMM-202111-000010,ACC0008095,IND19003250,app_message,inbound,2021-11-24T08:53:39+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,Statement delays add noise to month-end finance controls,,False,
COMM-202111-000011,ACC0013005,IND19015774,app_message,outbound,2021-11-17T11:37:24+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202111-000012,ACC0029387,IND21001867,sms,outbound,2021-11-18T17:19:18+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,2021-11-18,True,other
COMM-202111-000013,ACC0022655,IND21001040,phone_call,inbound,21/11/2021 13:01,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202111-000014,ACC0026876,IND21005201,sms,outbound,2021-11-14T08:12:13+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,,,True,fraud_concern
COMM-202111-000015,ACC0012597,IND19008158,phone_call,inbound,14/11/2021 11:10,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202111-000016,ACC0031671,IND21005214,phone_call,inbound,17/11/2021 12:20,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction
