comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202111-000003,ACC0023721,IND2102009391,app_message,inbound,2021-11-24T06:24:11+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202111-000004,ACC0005880,IND1904012537,phone_call,inbound,03/11/2021 13:44,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202111-000005,ACC0006981,COM1904000093,branch_visit,inbound,24/11/2021 13:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-202111-000006,ACC0009561,IND1906009379,phone_call,inbound,26/11/2021 17:43,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,staff_behavior,escalted,Branch manager to contact customer and review service notes.
COMM-202111-000008,ACC0001214,IND1901003792,app_message,inbound,2021-11-20T15:37:15+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,escalted,Digital support case created with device and login details.
COMM-202111-000012,ACC0029387,IND2106001867,sms,outbound,2021-11-18T17:19:18+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,other,open,Customer care team reviewing the account history.
COMM-202111-000014,ACC0026876,IND2104005201,sms,outbound,2021-11-14T08:12:13+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202111-000016,ACC0031671,IND2108005214,phone_call,inbound,17/11/2021 12:20,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202111-000017,ACC0014533,IND1910011563,branch_visit,inbound,02/11/2021 14:45,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue,open,Digital support case created with device and login details.
COMM-202111-000018,ACC0015390,IND1910000910,phone_call,inbound,27/11/2021 16:33,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice. This also seems connected to SARB lifts repo rate 25bp in hiking cycle start.",negative,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
