response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202405-0000001,CAMP-2024-003,COM2405000388,ACC0088598,2024-05-02,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000002,CAMP-2024-003,COM2405000174,ACC0088601,2024-05-10,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000003,CAMP-2024-003,COM2405000214,ACC0088602,2024-05-04,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000004,CAMP-2024-003,COM2405000207,ACC0088607,2024-05-04,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000005,CAMP-2024-005,IND2405015354,ACC0088103,2024-05-30,clicked,,whatsapp,Customer clicked through to campaign landing page or product information.
RESP-202405-0000006,CAMP-2024-005,IND2405004169,ACC0088068,2024-05-25,opened,,sms,Customer opened or viewed the campaign message.
RESP-202405-0000007,CAMP-2024-005,IND2405014717,ACC0087090,2024-05-29,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000008,CAMP-2024-005,IND2405002502,ACC0087688,2024-05-29,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000009,CAMP-2024-005,COM2405000103,ACC0088597,2024-05-23,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000010,CAMP-2024-005,IND2405002970,ACC0087651,2024-05-23,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000011,CAMP-2024-005,IND2405018793,ACC0087051,2024-05-25,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000012,CAMP-2024-005,IND2405006063,ACC0088064,2024-05-25,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000013,CAMP-2024-005,IND2405003254,ACC0086918,2024-05-24,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000014,CAMP-2024-005,IND2405014029,ACC0086863,2024-05-24,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000015,CAMP-2024-005,IND2405007790,ACC0087809,2024-05-23,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000016,CAMP-2024-005,IND2405011332,ACC0087774,2024-05-27,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000017,CAMP-2024-005,IND2405016421,ACC0087631,2024-05-28,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000018,CAMP-2024-005,IND2405001372,ACC0087313,2024-05-27,clicked,,whatsapp,Customer clicked through to campaign landing page or product information.
RESP-202405-0000019,CAMP-2024-005,IND2405000955,ACC0088007,2024-05-31,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000020,CAMP-2024-005,IND2405005465,ACC0086782,2024-05-24,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000021,CAMP-2024-005,IND2405017721,ACC0087833,2024-05-23,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000022,CAMP-2024-005,IND2405011138,ACC0088307,2024-05-23,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000023,CAMP-2024-005,IND2405009862,ACC0087852,2024-05-28,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000024,CAMP-2024-005,IND2405000362,ACC0088300,2024-05-29,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000025,CAMP-2024-005,IND2405012217,ACC0086886,2024-05-30,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000026,CAMP-2024-005,IND2405007344,ACC0088245,2024-05-28,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000027,CAMP-2024-005,IND2405018367,ACC0088564,2024-05-29,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202405-0000028,CAMP-2024-005,IND2405007123,ACC0087502,2024-05-30,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000029,CAMP-2024-005,IND2405006163,ACC0088167,2024-05-31,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000030,CAMP-2024-005,IND2405003258,ACC0087088,2024-05-24,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000031,CAMP-2024-005,COM2405000346,ACC0088592,2024-05-25,converted,3341.0,whatsapp,Customer accepted offer for savings_account through whatsapp.
RESP-202405-0000032,CAMP-2024-005,IND2405006760,ACC0087204,2024-05-25,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000033,CAMP-2024-005,IND2405015479,ACC0087526,2024-05-24,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000034,CAMP-2024-005,IND2405010675,ACC0088225,2024-05-26,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000035,CAMP-2024-005,IND2405003438,ACC0087163,2024-05-28,complained,,whatsapp,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202405-0000036,CAMP-2024-005,IND2405019788,ACC0088277,2024-05-26,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000037,CAMP-2024-005,IND2405011200,ACC0087170,2024-05-23,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000038,CAMP-2024-005,IND2405012155,ACC0088116,2024-05-29,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000039,CAMP-2024-005,IND2405006401,,2024-05-30,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000040,CAMP-2024-005,IND2405001781,ACC0088507,2024-05-28,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000041,CAMP-2024-005,IND2405018206,ACC0088023,2024-05-28,opted_out,,sms,Customer opted out of marketing messages for this channel.
RESP-202405-0000042,CAMP-2024-005,IND2405006776,ACC0086802,2024-05-28,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000043,CAMP-2024-005,IND2405020238,ACC0088235,2024-05-23,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000044,CAMP-2024-005,IND2405010050,ACC0087333,2024-05-23,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202405-0000045,CAMP-2024-005,IND2405012853,ACC0087395,2024-05-27,opened,,sms,Customer opened or viewed the campaign message.
RESP-202405-0000046,CAMP-2024-005,IND2405001139,ACC0086817,2024-05-27,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000047,CAMP-2024-005,IND2405005729,,2024-05-25,opened,,sms,Customer opened or viewed the campaign message.
RESP-202405-0000048,CAMP-2024-005,IND2405000779,ACC0087798,2024-05-29,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000049,CAMP-2024-005,IND2405017856,ACC0087052,2024-05-30,converted,7159.0,whatsapp,Customer accepted offer for savings_account through whatsapp.
RESP-202405-0000050,CAMP-2024-005,IND2405014530,ACC0087746,2024-05-29,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000051,CAMP-2024-005,IND2405013771,ACC0087726,2024-05-23,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202405-0000052,CAMP-2024-005,COM2405000067,ACC0088610,2024-05-26,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202405-0000053,CAMP-2024-006,IND2405010074,,2024-05-21,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000054,CAMP-2024-006,IND2405021659,ACC0086836,2024-05-22,converted,21263.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202405-0000055,CAMP-2024-006,IND2405014717,ACC0087090,2024-05-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000056,CAMP-2024-006,IND2405001382,ACC0086781,2024-05-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000057,CAMP-2024-006,IND2405003955,,2024-05-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000058,CAMP-2024-006,IND2405005459,ACC0087424,2024-05-15,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000059,CAMP-2024-006,IND2405009350,ACC0087622,2024-05-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000060,CAMP-2024-006,IND2405012275,ACC0087353,2024-05-21,opened,,email,Customer opened or viewed the campaign message.
RESP-202405-0000061,CAMP-2024-006,IND2405019674,ACC0088373,2024-05-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000062,CAMP-2024-006,IND2405014736,ACC0088027,2024-05-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000063,CAMP-2024-006,IND2405015240,ACC0088502,2024-05-23,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000064,CAMP-2024-006,IND2405002647,ACC0086815,2024-05-25,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202405-0000065,CAMP-2024-006,IND2405004752,ACC0087635,2024-05-08,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000066,CAMP-2024-006,IND2405018059,ACC0087408,2024-05-09,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000067,CAMP-2024-006,IND2405020701,ACC0087813,2024-05-21,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000068,CAMP-2024-006,IND2405016472,ACC0088445,2024-05-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000069,CAMP-2024-006,IND2405020125,ACC0088120,2024-05-15,ignored,,email,No direct action recorded after campaign exposure.
RESP-202405-0000070,CAMP-2024-006,IND2405001518,ACC0087054,2024-05-12,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202405-0000071,CAMP-2024-006,IND2405002452,ACC0087273,2024-05-29,opened,,email,Customer opened or viewed the campaign message.
