comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-201906-000001,ACC0006166,IND1904000921,branch_visit,inbound,22/06/2019 11:05,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,False,
COMM-201906-000002,ACC0000456,IND1901006712,branch_visit,inbound,09/06/2019 09:00,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,positive,False,
COMM-201906-000003,ACC0005086,IND1903001010,branch_visit,inbound,24/06/2019 08:50,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-201906-000004,ACC0005679,IND1904012651,branch_visit,inbound,18/06/2019 14:50,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,False,
COMM-201906-000005,ACC0006530,IND1904008453,branch_visit,inbound,29/06/2019 09:15,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000006,ACC0004509,IND1903009480,branch_visit,inbound,30/06/2019 10:20,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,service_delay
COMM-201906-000007,ACC0002850,IND1902013194,branch_visit,inbound,09/06/2019 13:20,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,False,
COMM-201906-000008,ACC0003244,IND1902013831,phone_call,inbound,19/06/2019 07:03,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,neutral,False,
COMM-201906-000009,ACC0007468,IND1905009030,branch_visit,inbound,19/06/2019 15:15,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,service_delay
COMM-201906-000010,ACC0001013,IND1901008033,phone_call,inbound,22/06/2019 08:46,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,neutral,False,
COMM-201906-000011,ACC0002118,IND1902002552,phone_call,inbound,20/06/2019 13:47,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000012,ACC0007036,IND1905002916,phone_call,inbound,16/06/2019 12:53,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,positive,False,
COMM-201906-000013,ACC0008256,IND1905009962,phone_call,inbound,20/06/2019 18:17,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-201906-000014,ACC0002140,IND1902013361,phone_call,inbound,01/06/2019 16:52,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute
COMM-201906-000015,ACC0006331,IND1904014814,phone_call,inbound,21/06/2019 10:47,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,False,
COMM-201906-000016,ACC0007099,IND1905007886,branch_visit,inbound,01/06/2019 09:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000017,ACC0005806,IND1904006693,branch_visit,inbound,09/06/2019 12:50,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,positive,False,
COMM-201906-000018,ACC0002552,IND1902001323,branch_visit,inbound,15/06/2019 10:15,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,service_delay
COMM-201906-000019,ACC0001012,IND1901008033,phone_call,inbound,19/06/2019 18:52,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000020,ACC0004817,IND1903015714,branch_visit,inbound,18/06/2019 13:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-201906-000021,ACC0000708,IND1901015529,branch_visit,inbound,28/06/2019 15:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-201906-000022,ACC0007004,COM1904000217,phone_call,inbound,11/06/2019 09:37,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,positive,False,
COMM-201906-000023,ACC0000996,IND1901014347,phone_call,inbound,22/06/2019 08:53,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-201906-000024,ACC0005196,IND1903016399,phone_call,inbound,03/06/2019 09:03,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,False,
COMM-201906-000025,ACC0001772,IND1902009977,branch_visit,inbound,11/06/2019 08:50,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,digital_issue
COMM-201906-000026,ACC0004096,IND1903019241,branch_visit,inbound,12/06/2019 14:15,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000027,ACC0000049,IND1901014761,branch_visit,inbound,24/06/2019 09:15,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201906-000028,ACC0004255,IND1903018626,phone_call,inbound,20/06/2019 09:35,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,False,
COMM-201906-000029,ACC0004528,IND1903009624,phone_call,inbound,19/06/2019 09:24,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,False,
