case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202309-00001,ACC0001369,IND19008338,1684.31,52,early_collections,2023-09-27,sms,427.88,2023-09-22,,resolved,Sipho Naidoo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Debit order returned NSF for third time. Recommend restructuring."
COLL-202309-00002,ACC0001369,IND19008338,1099.84,49,early_collections,2023-09-14,branch_visit,,,settlement_offer,resolved,Pieter van der Merwe,"Former churned customer returned; new arrears flagged after failed debit order. Customer called, says employer missed payroll. Promised R750 by month-end. Arrangement: settlement offer."
COLL-202309-00003,ACC0016510,IND19014407,1173.17,20,pre_delinquent,2023-09-15,sms,309.83,2023-10-10,,open,Lerato Khumalo,"Former churned customer returned; new arrears flagged after failed debit order. Customer visited branch, paid R310 cash. Account now current."
COLL-202309-00004,ACC0035041,IND21011959,384.87,43,early_collections,2023-09-30,app_message,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202309-00005,ACC0049070,IND22006561,1199.03,23,pre_delinquent,2023-09-29,email,,,,closed,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202309-00006,ACC0072736,IND23001201,2006.65,71,late_collections,2023-09-04,branch_visit,776.37,2023-09-29,payment_holiday,closed,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required. Arrangement: payment holiday."
COLL-202309-00007,ACC0008110,IND19002294,1591.88,12,pre_delinquent,2023-09-29,app_message,343.54,2023-09-13,,closed,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R344 cash. Account now current."
COLL-202309-00008,ACC0049932,IND22011527,430.96,71,late_collections,2023-09-15,app_message,,,extended_term,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: extended term.
COLL-202309-00009,ACC0054228,IND22010433,3155.35,14,pre_delinquent,2023-09-29,branch_visit,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202309-00010,ACC0054228,IND22010433,3648.08,4,pre_delinquent,2023-09-18,branch_visit,971.65,2023-09-15,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202309-00011,ACC0020400,IND20001575,643.72,14,pre_delinquent,2023-09-30,phone_call,323.78,2023-09-17,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R324/month for 6 months starting 10 May.
COLL-202309-00012,ACC0065156,IND23006731,5920.86,36,early_collections,2023-09-30,email,2107.75,2023-10-02,,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 108 communicated; customer requested until month-end.
COLL-202309-00013,ACC0052548,IND22002106,1475.37,47,early_collections,2023-09-19,email,,,extended_term,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end. Arrangement: extended term.
COLL-202309-00014,ACC0048780,IND22013678,3385.24,116,legal,2023-09-14,email,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end. Escalating to legal."
COLL-202309-00015,ACC0069683,IND23008778,5344.5,119,legal,2023-09-15,app_message,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202309-00016,ACC0049486,IND22010129,1380.78,16,pre_delinquent,2023-09-22,branch_visit,,,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202309-00017,ACC0009481,IND19002659,1350.74,41,early_collections,2023-09-01,branch_visit,331.54,2023-09-17,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202309-00018,ACC0037403,IND22015757,346.28,58,early_collections,2023-09-19,letter,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202309-00019,ACC0005908,IND19000620,3744.91,73,late_collections,2023-09-11,phone_call,,,settlement_offer,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Arrangement: settlement offer.
COLL-202309-00020,ACC0065198,IND23023751,3229.46,63,late_collections,2023-09-13,email,1250.10,2023-09-23,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202309-00021,ACC0002608,IND19002868,286.19,52,early_collections,2023-09-22,phone_call,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current."
COLL-202309-00022,ACC0005790,IND19005335,4112.46,8,pre_delinquent,2023-09-15,letter,1062.37,2023-09-16,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 062/month for 6 months starting 3 March.
COLL-202309-00023,ACC0045917,IND22000996,1836.54,93,legal,2023-09-23,branch_visit,,,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R2 500 cash. Account now current. Escalating to legal."
COLL-202309-00024,ACC0063800,IND23022670,1857.32,29,pre_delinquent,2023-09-02,sms,676.57,2023-09-27,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202309-00025,ACC0054181,IND22018939,2675.88,27,pre_delinquent,2023-09-20,sms,,,,resolved,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202309-00026,ACC0050468,IND22011417,2718.99,110,legal,2023-09-09,letter,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 500 communicated; customer requested until month-end. Escalating to legal.
COLL-202309-00027,ACC0047712,IND22014182,2977.62,28,pre_delinquent,2023-09-02,app_message,1529.83,2023-10-04,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 530/month for 6 months starting 27 January.
COLL-202309-00028,ACC0062262,IND23002822,3287.67,112,legal,2023-09-17,sms,1629.47,2023-10-09,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202309-00029,ACC0002541,IND19004970,1162.88,61,late_collections,2023-09-21,branch_visit,621.85,2023-09-30,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202309-00030,ACC0067917,IND23004962,2365.7,83,late_collections,2023-09-29,app_message,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.
COLL-202309-00031,ACC0051577,IND22007582,543.29,15,pre_delinquent,2023-09-25,sms,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202309-00032,ACC0058078,IND23017727,3126.13,54,early_collections,2023-09-17,phone_call,,,payment_holiday,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: payment holiday.
COLL-202309-00033,ACC0002545,IND19010159,2310.72,30,pre_delinquent,2023-09-23,branch_visit,799.84,2023-09-23,,closed,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R800 by month-end."
COLL-202309-00034,ACC0047281,IND22000132,1397.34,52,early_collections,2023-09-27,letter,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202309-00035,ACC0061342,IND23008116,2717.81,59,early_collections,2023-09-29,app_message,,,settlement_offer,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal. Arrangement: settlement offer."
COLL-202309-00036,ACC0040572,IND22023869,2347.16,55,early_collections,2023-09-05,phone_call,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202309-00037,ACC0048800,IND22019240,1871.07,73,late_collections,2023-09-13,branch_visit,,,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202309-00038,ACC0044106,IND22009363,4643.07,67,late_collections,2023-09-09,app_message,,,,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-202309-00039,ACC0021692,IND21008194,1555.03,64,late_collections,2023-09-01,letter,634.14,2023-09-28,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202309-00040,ACC0026411,IND21011076,1992.06,23,pre_delinquent,2023-09-06,phone_call,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202309-00041,ACC0054727,IND22006729,5340.32,41,early_collections,2023-09-16,phone_call,,,settlement_offer,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: settlement offer.
