transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202300000001,ACC0000071,IND19001466,LN2019010000009,LDO20230000001,57,2023-10-31,03:57:28,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,0.4,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000002,ACC0001490,IND19011784,LN2019010000010,LDO20230000001,57,2023-10-23,03:31:01,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.15,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000003,ACC0000278,IND19005139,LN2019010000015,LDO20230000002,57,2023-10-29,04:46:53,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,1.48,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000004,ACC0000597,IND19000749,LN2019010000017,LDO20230000001,57,2023-10-22,03:30:41,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000005,ACC0000731,IND19012784,LN2019010000018,LDO20230000003,57,2023-10-30,03:55:17,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000006,ACC0000999,IND19000704,LN2019010000021,LDO20230000004,57,2023-10-30,02:23:30,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.15,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000007,ACC0000362,IND19010400,LN2019010000034,LDO20230000005,57,2023-10-20,03:36:43,1585.16,Debit,Failed,mandate_limit,Loan Payment - LN2019010000034,False,,1.01,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000008,ACC0000761,IND19003341,LN2019010000037,LDO20230000006,56,2023-10-10,02:53:46,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,1.63,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000009,ACC0000305,IND19009608,LN2019010000064,LDO20230000007,57,2023-10-15,04:41:07,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,1.02,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202300000010,ACC0000093,IND19006568,LN2019010000071,LDO20230000008,57,2023-10-13,03:27:32,1383.65,Debit,Completed,,Loan Payment - LN2019010000071 - Recovery,False,,0.34,,Automated,Home Loan,recovery_payment,True,loan_payment_generator,False,
