payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202111-00001,COLL-202111-00016,ACC0004795,IND1903017504,2021-11-05,608.83,card,False,1367.22
REC-202111-00002,COLL-202111-00017,ACC0031960,IND2108009050,2021-11-29,185.1,card,False,180.82
REC-202111-00003,COLL-202111-00013,ACC0012554,IND1908017928,2021-11-16,936.9,debit_order,True,2437.36
REC-202111-00004,COLL-202111-00004,ACC0001902,IND1902002096,2021-11-05,260.24,eft,False,142.42
REC-202111-00005,COLL-202111-00030,ACC0016519,IND1911007596,2021-11-08,448.82,debit_order,False,1592.54
REC-202111-00006,COLL-202111-00026,ACC0012050,IND1908016322,2021-11-01,376.35,debit_order,False,670.63
REC-202111-00007,COLL-202111-00024,ACC0022406,IND2101010336,2021-12-03,471.68,cash_deposit,False,534.08
REC-202111-00008,COLL-202111-00028,ACC0012076,IND1908015931,2021-11-17,191.28,cash_deposit,False,636.39
REC-202111-00009,COLL-202111-00010,ACC0027804,IND2105000752,2021-11-29,1121.66,eft,False,1625.11
REC-202111-00010,COLL-202111-00021,ACC0032060,IND2108003629,2021-11-13,2132.5,debit_order,False,1266.65
REC-202111-00011,COLL-202111-00027,ACC0013717,IND1909008863,2021-11-07,140.05,debit_order,False,748.41
REC-202111-00012,COLL-202111-00038,ACC0000895,IND1901014589,2021-11-11,443.54,cash_deposit,False,1054.58
REC-202111-00013,COLL-202111-00009,ACC0001902,IND1902002096,2021-11-29,164.94,eft,False,217.79
REC-202111-00014,COLL-202111-00003,ACC0009954,IND1907009083,2021-11-04,128.9,card,False,986.53
REC-202111-00015,COLL-202111-00007,ACC0030730,IND2107005918,2021-11-11,932.59,debit_order,False,3964.92
REC-202111-00016,COLL-202111-00006,ACC0022175,IND2101000871,2021-11-11,476.4,debit_order,False,427.69
