payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201909-00001,COLL-201909-00030,ACC0006056,IND19007403,2019-09-23,1045.87,eft,True,1546.02
REC-201909-00002,COLL-201909-00009,ACC0009001,IND19001656,2019-09-24,670.02,debit_order,True,1123.86
REC-201909-00003,COLL-201909-00019,ACC0009672,IND19016838,2019-10-07,1072.91,debit_order,True,2423.53
REC-201909-00004,COLL-201909-00025,ACC0008873,IND19003100,2019-09-30,894.42,debit_order,False,1602.01
REC-201909-00005,COLL-201909-00004,ACC0005396,IND19016920,2019-09-01,292.08,eft,False,2517.41
REC-201909-00006,COLL-201909-00026,ACC0009192,IND19014229,2019-10-16,407.90,card,False,779.89
REC-201909-00007,COLL-201909-00028,ACC0004317,IND19004320,2019-09-02,591.82,debit_order,False,3972.86
REC-201909-00008,COLL-201909-00016,ACC0002318,IND19015821,2019-09-23,571.85,card,True,1763.23
REC-201909-00009,COLL-201909-00029,ACC0002531,IND19001693,2019-09-24,2240.61,card,False,1821.51
REC-201909-00010,COLL-201909-00002,ACC0010261,IND19005180,2019-09-29,1651.82,cash_deposit,False,1289.06
REC-201909-00011,COLL-201909-00013,ACC0004917,IND19005268,2019-10-14,355.27,cash_deposit,False,455.01
REC-201909-00012,COLL-201909-00008,ACC0007628,IND19005196,2019-09-01,1330.39,eft,False,1077.14
