comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-201910-000001,ACC0009087,IND19005120,branch_visit,inbound,31/10/2019 11:20,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,2019-10-30,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201910-000004,ACC0013835,IND19014234,phone_call,inbound,28/10/2019 07:46,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,Digital channels reshape banking workloads as customer growth continues,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201910-000005,ACC0000047,IND19006418,phone_call,inbound,14/10/2019 18:36,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,other,open,Customer care team reviewing the account history.
COMM-201910-000008,ACC0003412,IND19008372,phone_call,inbound,23/10/2019 13:58,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,statement_error,open,Statement extract queued for reconciliation review.
COMM-201910-000010,ACC0013539,IND19002909,branch_visit,inbound,10/10/2019 14:10,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201910-000017,ACC0007650,IND19001079,phone_call,inbound,19/10/2019 08:52,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-201910-000018,ACC0006023,IND19004235,phone_call,inbound,30/10/2019 09:21,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-201910-000020,ACC0014424,COM19000194,phone_call,inbound,23/10/2019 08:24,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201910-000029,ACC0006460,IND19004584,phone_call,inbound,22/10/2019 10:34,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,Retail banks sharpen arrears analytics as payment stress persists,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201910-000031,ACC0011442,IND19004907,phone_call,inbound,14/10/2019 10:21,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account. This also seems connected to Medium-term budget highlights weak growth outlook.,negative,Conduct teams press for clearer evidence on fees and failed payments,2019-10-30,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201910-000037,ACC0010611,IND19013513,phone_call,inbound,20/10/2019 11:52,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
