suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-201910-00001,ACC0012385,IND1908001495,branch_visit,27/10/2019 10:20,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201910-00002,ACC0001214,IND1901003792,phone_call,18/10/2019 12:02,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,reviewed
SUG-201910-00003,ACC0004545,IND1903015722,phone_call,19/10/2019 11:39,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201910-00004,ACC0008630,IND1906006926,branch_visit,12/10/2019 14:20,Please add a simple way to see pending debit orders before month end.,digital_features,implemented
SUG-201910-00005,ACC0005901,IND1904005390,phone_call,26/10/2019 15:53,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201910-00006,ACC0001839,IND1902013991,branch_visit,23/10/2019 10:50,A monthly fee breakdown would make the statement easier to understand.,fees,implemented
SUG-201910-00007,ACC0003889,IND1903005638,branch_visit,24/10/2019 15:15,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-201910-00008,ACC0001187,IND1901002773,branch_visit,20/10/2019 12:45,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-201910-00009,ACC0001683,IND1902010211,branch_visit,11/10/2019 14:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201910-00010,ACC0009058,IND1906014396,branch_visit,04/10/2019 10:05,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201910-00011,ACC0001128,IND1901005846,branch_visit,05/10/2019 15:50,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-201910-00012,ACC0007457,IND1905007189,branch_visit,12/10/2019 13:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-201910-00013,ACC0013809,IND1909008169,phone_call,07/10/2019 16:46,Please show bank charges before the customer confirms a payment.,fees,reviewed
SUG-201910-00014,ACC0004254,IND1903015408,branch_visit,22/10/2019 11:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-201910-00015,ACC0009066,IND1906001825,branch_visit,04/10/2019 10:10,Please add a simple way to see pending debit orders before month end.,digital_features,implemented
