comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202003-000003,ACC0008958,IND19004520,branch_visit,inbound,18/03/2020 11:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202003-000007,ACC0007296,IND19011570,branch_visit,inbound,16/03/2020 14:45,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,2020-03-05,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202003-000008,ACC0006924,IND19011913,branch_visit,inbound,31/03/2020 09:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,,2020-03-26,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202003-000013,ACC0012190,IND19004395,phone_call,inbound,27/03/2020 13:35,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202003-000016,ACC0014807,IND19006003,phone_call,inbound,27/03/2020 14:25,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,Conduct teams press for clearer evidence on fees and failed payments,,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202003-000018,ACC0007661,IND19011093,branch_visit,inbound,13/03/2020 15:10,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,other,escalted,Customer care team reviewing the account history.
COMM-202003-000022,ACC0014218,IND19008927,phone_call,inbound,30/03/2020 16:47,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,Conduct teams press for clearer evidence on fees and failed payments,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000023,ACC0008431,IND19003397,branch_visit,inbound,31/03/2020 08:15,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202003-000025,ACC0011251,IND19004940,branch_visit,inbound,12/03/2020 08:05,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202003-000026,ACC0002615,IND19015330,phone_call,inbound,21/03/2020 14:38,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000027,ACC0007628,IND19005196,phone_call,inbound,21/03/2020 15:32,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000029,ACC0007375,IND19005931,phone_call,inbound,23/03/2020 09:40,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fraud_concern,open,Card monitoring case opened and customer advised on dispute documents.
COMM-202003-000030,ACC0013191,IND19001166,phone_call,inbound,09/03/2020 07:24,Why did my debit order fail?,"Hi there, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000031,ACC0012571,IND19001949,phone_call,inbound,21/03/2020 11:34,Unauthorised bank charge enquiry,"Hi there, Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.",negative,,,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202003-000034,ACC0002798,IND19016230,branch_visit,inbound,10/03/2020 08:15,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202003-000039,ACC0009227,IND19007921,phone_call,inbound,27/03/2020 13:30,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,other,resolved,Customer care team reviewing the account history.
COMM-202003-000041,ACC0005348,IND19018489,branch_visit,inbound,28/03/2020 15:05,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202003-000042,ACC0000999,IND19000704,branch_visit,inbound,20/03/2020 09:20,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,2020-03-05,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000043,ACC0015647,IND19013303,phone_call,inbound,12/03/2020 07:55,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,staff_behavior,open,Branch manager to contact customer and review service notes.
COMM-202003-000045,ACC0004050,IND19013628,phone_call,inbound,15/03/2020 12:25,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202003-000046,ACC0011524,IND19004328,phone_call,inbound,30/03/2020 08:49,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,,,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202003-000048,ACC0003458,IND19000548,branch_visit,inbound,13/03/2020 09:10,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202003-000051,ACC0006683,IND19001562,branch_visit,inbound,28/03/2020 08:05,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202003-000055,ACC0003996,IND19020718,phone_call,inbound,14/03/2020 09:44,Why did my debit order fail?,"Hi there, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,incorrect_charge,open,Charge sent to finance controls for validation against tariff table.
COMM-202003-000057,ACC0010405,IND19004977,branch_visit,inbound,13/03/2020 14:15,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,,,True,other,resolved,Customer care team reviewing the account history.
COMM-202003-000061,ACC0006924,IND19011913,phone_call,inbound,22/03/2020 12:09,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
