payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202210-00002,COLL-202210-00006,ACC0022266,IND2101004059,2022-10-28,544.77,debit_order,False,1256.13
REC-202210-00003,COLL-202210-00031,ACC0032860,IND2109012222,2022-10-23,1887.99,eft,False,1405.17
REC-202210-00004,COLL-202210-00028,ACC0021340,IND2012001795,2022-10-04,1094.53,card,False,612.79
REC-202210-00005,COLL-202210-00005,ACC0042404,IND2203002242,2022-10-12,1210.94,cash_deposit,False,2196.79
REC-202210-00006,COLL-202210-00004,ACC0025813,IND2104011443,2022-10-28,224.79,card,False,831.41
REC-202210-00007,COLL-202210-00030,ACC0016547,IND1911008923,2022-11-11,141.47,eft,True,148.79
REC-202210-00008,COLL-202210-00018,ACC0022996,IND2102007480,2022-10-25,893.93,eft,False,1170.92
REC-202210-00009,COLL-202210-00024,ACC0000224,IND1901008065,2022-10-21,601.94,cash_deposit,False,1474.89
REC-202210-00010,COLL-202210-00035,ACC0002846,IND1902005704,2022-10-09,89.16,debit_order,False,110.84
REC-202210-00011,COLL-202210-00001,ACC0000975,IND1901015550,2022-10-25,264.34,cash_deposit,False,885.34
REC-202210-00012,COLL-202210-00014,ACC0010320,IND1907011114,2022-10-22,442.35,debit_order,True,1245.79
REC-202210-00013,COLL-202210-00040,ACC0017564,IND19013110,2022-10-29,84.85,card,True,342.76
REC-202210-00014,COLL-202210-00003,ACC0011198,IND1907003048,2022-10-29,2110.75,cash_deposit,False,1221.78
REC-202210-00015,COLL-202210-00007,ACC0035290,IND2111006902,2022-10-08,538.75,eft,False,4648.91
REC-202210-00016,COLL-202210-00036,ACC0023485,IND2102011954,2022-10-15,1261.55,cash_deposit,True,1634.62
REC-202210-00017,COLL-202210-00010,ACC0003731,IND1903018494,2022-10-30,926.5,card,False,1038.85
REC-202210-00018,COLL-202210-00021,ACC0036850,IND2112001859,2022-10-27,603.71,card,False,1246.19
