comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202409-000001,ACC0034717,IND21006353,chatbot,inbound,2024-09-24T12:45:05+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202409-000002,ACC0086044,IND24009817,sms,inbound,2024-09-29T10:29:33+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,Conduct teams press for clearer evidence on fees and failed payments,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202409-000005,ACC0037928,IND22016728,app_message,inbound,2024-09-06T11:48:04+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202409-000006,ACC0032302,IND21007114,sms,outbound,2024-09-17T12:37:14+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,,,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202409-000014,ACC0053497,IND22018534,whatsapp,inbound,23-Sep-2024 20:30,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202409-000015,ACC0093713,IND24012074,sms,outbound,2024-09-17T18:50:39+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,,,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202409-000023,ACC0002321,IND19011152,sms,outbound,2024-09-21T20:37:29+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-202409-000024,ACC0056710,IND22001948,app_message,inbound,2024-09-15T11:12:13+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202409-000026,ACC0086307,IND24010626,chatbot,inbound,2024-09-06T21:15:19+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202409-000029,ACC0038417,IND22004273,email,inbound,2024-09-12 12:19:23,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
