statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,reconciliation_run_id,exception_category,gl_classification,root_cause_tag
BST-ACC0056438-000001,ACC0056438,IND22005625,Keystone Retail Bank,2022-12-25 13:10:00,2022-12-25,Interest_Income,FEE-202212-94878,2.38,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056438-000002,ACC0056438,IND22005625,Keystone Retail Bank,2022-12-25 13:10:00,2022-12-25,Cash Deposit Fee,FEE-202212-55047,-125.02,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056438-000003,ACC0056438,IND22005625,Keystone Retail Bank,2023-01-25 17:49:00,2023-01-25,Bank_Charge,FEE-202301-35955,-19.94,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056438-000004,ACC0056438,IND22005625,Keystone Retail Bank,2023-01-25 17:49:00,2023-01-25,Cash_Deposit_Fee,FEE-202301-22203,-63.68,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056438-000005,ACC0056438,IND22005625,Keystone Retail Bank,2023-02-25 14:32:00,2023-02-25,Withholding Tax,FEE-202302-82260,-37.05,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056438-000006,ACC0056438,IND22005625,Keystone Retail Bank,2023-02-25 14:32:00,2023-02-25,Bank Charge,FEE-202302-51892,-120.35,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056438-000007,ACC0056438,IND22005625,Keystone Retail Bank,2023-03-25 12:02:00,2023-03-25,Service_Fee,FEE-202303-32525,-51.44,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056438-000008,ACC0056438,IND22005625,Keystone Retail Bank,2023-03-25 12:02:00,2023-03-25,Bank_Charge,FEE-202303-82175,-128.29,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056438-000009,ACC0056438,IND22005625,Keystone Retail Bank,2023-04-25 15:55:00,2023-04-25,Withholding Tax,FEE-202304-29398,-24.39,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056438-000010,ACC0056438,IND22005625,Keystone Retail Bank,2023-04-25 15:55:00,2023-04-25,Cash Deposit Fee,FEE-202304-62632,-12.83,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056438-000011,ACC0056438,IND22005625,Keystone Retail Bank,2023-05-25 07:25:00,2023-05-25,Interest_Income,FEE-202305-99381,8.05,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056438-000012,ACC0056438,IND22005625,Keystone Retail Bank,2023-05-25 07:25:00,2023-05-25,Cash Deposit Fee,FEE-202305-83007,-87.54,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056438-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056439-000074,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-25 13:18:00,2022-12-25,Service_Fee,FEE-202212-53917,-59.46,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056439-000075,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-25 13:18:00,2022-12-25,Withholding Tax,FEE-202212-31652,-8.73,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056439-000076,ACC0056439,IND22011994,Keystone Retail Bank,2023-01-25 14:49:00,2023-01-25,Cash Deposit Fee,FEE-202301-33231,-71.97,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056439-000077,ACC0056439,IND22011994,Keystone Retail Bank,2023-02-25 15:17:00,2023-02-25,Cash Deposit Fee,FEE-202302-45369,-139.76,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056439-000078,ACC0056439,IND22011994,Keystone Retail Bank,2023-03-25 10:03:00,2023-03-25,Service_Fee,FEE-202303-96742,-69.04,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056439-000079,ACC0056439,IND22011994,Keystone Retail Bank,2023-03-25 10:03:00,2023-03-25,Interest_Income,FEE-202303-19384,5.74,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056439-000080,ACC0056439,IND22011994,Keystone Retail Bank,2023-04-25 16:51:00,2023-04-25,Withholding Tax,FEE-202304-72113,-53.39,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056439-000081,ACC0056439,IND22011994,Keystone Retail Bank,2023-04-25 16:51:00,2023-04-25,Interest Income,FEE-202304-49761,7.88,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056439-000082,ACC0056439,IND22011994,Keystone Retail Bank,2023-05-25 07:23:00,2023-05-25,Interest_Income,FEE-202305-32940,3.21,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056439-000083,ACC0056439,IND22011994,Keystone Retail Bank,2023-05-25 07:23:00,2023-05-25,Withholding_Tax,FEE-202305-47318,-14.31,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056439-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056440-000001,ACC0056440,IND22004374,Keystone Retail Bank,2022-12-25 13:58:00,2022-12-25,Withholding Tax,FEE-202212-71159,-55.68,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056440-000002,ACC0056440,IND22004374,Keystone Retail Bank,2022-12-25 13:58:00,2022-12-25,Interest Income,FEE-202212-23386,1.57,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056440-000003,ACC0056440,IND22004374,Keystone Retail Bank,2022-12-25 13:58:00,2022-12-25,Bank_Charge,FEE-202212-94734,-69.32,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056440-000004,ACC0056440,IND22004374,Keystone Retail Bank,2023-01-25 15:49:00,2023-01-25,Cash Deposit Fee,FEE-202301-92993,-43.14,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056440-000005,ACC0056440,IND22004374,Keystone Retail Bank,2023-01-25 15:49:00,2023-01-25,Service Fee,FEE-202301-21638,-86.9,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056440-000006,ACC0056440,IND22004374,Keystone Retail Bank,2023-01-25 15:49:00,2023-01-25,Bank Charge,FEE-202301-56327,-62.68,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056440-000007,ACC0056440,IND22004374,Keystone Retail Bank,2023-02-25 08:45:00,2023-02-25,Interest_Income,FEE-202302-49225,3.0,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056440-000008,ACC0056440,IND22004374,Keystone Retail Bank,2023-02-25 08:45:00,2023-02-25,Withholding Tax,FEE-202302-12602,-21.24,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056440-000009,ACC0056440,IND22004374,Keystone Retail Bank,2023-02-25 08:45:00,2023-02-25,Service Fee,FEE-202302-57811,-153.91,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056440-3M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000065,ACC0056441,IND22004196,Keystone Retail Bank,2022-12-25 14:04:00,2022-12-25,Cash_Deposit_Fee,FEE-202212-17056,-107.06,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000066,ACC0056441,IND22004196,Keystone Retail Bank,2022-12-25 14:04:00,2022-12-25,Service Fee,FEE-202212-84002,-129.56,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000067,ACC0056441,IND22004196,Keystone Retail Bank,2023-01-25 10:53:00,2023-01-25,Cash Deposit Fee,FEE-202301-61381,-139.07,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000068,ACC0056441,IND22004196,Keystone Retail Bank,2023-01-25 10:53:00,2023-01-25,Interest Income,FEE-202301-21616,4.28,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056441-000069,ACC0056441,IND22004196,Keystone Retail Bank,2023-01-25 10:53:00,2023-01-25,Service Fee,FEE-202301-52032,-142.72,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000070,ACC0056441,IND22004196,Keystone Retail Bank,2023-02-25 14:19:00,2023-02-25,Service_Fee,FEE-202302-63840,-66.77,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000071,ACC0056441,IND22004196,Keystone Retail Bank,2023-02-25 14:19:00,2023-02-25,Interest Income,FEE-202302-98868,0.82,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056441-000072,ACC0056441,IND22004196,Keystone Retail Bank,2023-03-25 15:05:00,2023-03-25,Bank Charge,FEE-202303-19814,-140.92,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056441-000073,ACC0056441,IND22004196,Keystone Retail Bank,2023-03-25 15:05:00,2023-03-25,Cash Deposit Fee,FEE-202303-94839,-138.41,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000074,ACC0056441,IND22004196,Keystone Retail Bank,2023-04-25 09:29:00,2023-04-25,Interest Income,FEE-202304-98459,2.61,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056441-000075,ACC0056441,IND22004196,Keystone Retail Bank,2023-04-25 09:29:00,2023-04-25,Cash Deposit Fee,FEE-202304-83883,-20.88,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056441-000076,ACC0056441,IND22004196,Keystone Retail Bank,2023-04-25 09:29:00,2023-04-25,Bank_Charge,FEE-202304-63358,-121.67,,bank_charge,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_BANK_CHARGES,bank_generated_fee_or_interest
BST-ACC0056441-000077,ACC0056441,IND22004196,Keystone Retail Bank,2023-05-25 07:54:00,2023-05-25,Withholding Tax,FEE-202305-63391,-25.79,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056441-000078,ACC0056441,IND22004196,Keystone Retail Bank,2023-05-25 07:54:00,2023-05-25,Service Fee,FEE-202305-12813,-101.29,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056441-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056442-000001,ACC0056442,IND22006066,Keystone Retail Bank,2022-12-25 10:23:00,2022-12-25,Service Fee,FEE-202212-56273,-73.44,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056442-3M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056442-000002,ACC0056442,IND22006066,Keystone Retail Bank,2022-12-25 10:23:00,2022-12-25,Withholding_Tax,FEE-202212-34612,-22.46,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056442-3M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056442-000003,ACC0056442,IND22006066,Keystone Retail Bank,2023-01-25 17:22:00,2023-01-25,Service Fee,FEE-202301-60027,-25.35,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056442-3M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
BST-ACC0056442-000004,ACC0056442,IND22006066,Keystone Retail Bank,2023-02-25 12:02:00,2023-02-25,Interest Income,FEE-202302-88228,0.59,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056442-3M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056442-000005,ACC0056442,IND22006066,Keystone Retail Bank,2023-02-25 12:02:00,2023-02-25,Withholding_Tax,FEE-202302-41545,-23.23,,withholding_tax,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056442-3M,non_transactional_bank_entry,GL_WITHHOLDING_TAX,bank_generated_fee_or_interest
BST-ACC0056443-000084,ACC0056443,IND22005386,Keystone Retail Bank,2022-12-25 09:21:00,2022-12-25,Cash_Deposit_Fee,FEE-202212-12739,-111.45,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056443-6M,non_transactional_bank_entry,GL_CASH_HANDLING_FEES,bank_generated_fee_or_interest
BST-ACC0056443-000085,ACC0056443,IND22005386,Keystone Retail Bank,2022-12-25 09:21:00,2022-12-25,Interest Income,FEE-202212-80409,1.36,,interest_income,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056443-6M,non_transactional_bank_entry,GL_INTEREST_INCOME,bank_generated_fee_or_interest
BST-ACC0056443-000086,ACC0056443,IND22005386,Keystone Retail Bank,2022-12-25 09:21:00,2022-12-25,Service Fee,FEE-202212-26013,-75.49,,service_fee,True,bank_generated_non_transactional_entry,0,,RECON-202212-ACC0056443-6M,non_transactional_bank_entry,GL_SERVICE_FEES,bank_generated_fee_or_interest
