statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0056438-000001,ACC0056438,IND22005625,Keystone Retail Bank,2022-12-25 13:10:00,2022-12-25,Interest_Income,FEE-202212-94878,2.38,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000002,ACC0056438,IND22005625,Keystone Retail Bank,2022-12-25 13:10:00,2022-12-25,Cash Deposit Fee,FEE-202212-55047,-125.02,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000003,ACC0056438,IND22005625,Keystone Retail Bank,2023-01-25 17:49:00,2023-01-25,Bank_Charge,FEE-202301-35955,-19.94,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000004,ACC0056438,IND22005625,Keystone Retail Bank,2023-01-25 17:49:00,2023-01-25,Cash_Deposit_Fee,FEE-202301-22203,-63.68,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000005,ACC0056438,IND22005625,Keystone Retail Bank,2023-02-25 14:32:00,2023-02-25,Withholding Tax,FEE-202302-82260,-37.05,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000006,ACC0056438,IND22005625,Keystone Retail Bank,2023-02-25 14:32:00,2023-02-25,Bank Charge,FEE-202302-51892,-120.35,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000007,ACC0056438,IND22005625,Keystone Retail Bank,2023-03-25 12:02:00,2023-03-25,Service_Fee,FEE-202303-32525,-51.44,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000008,ACC0056438,IND22005625,Keystone Retail Bank,2023-03-25 12:02:00,2023-03-25,Bank_Charge,FEE-202303-82175,-128.29,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000009,ACC0056438,IND22005625,Keystone Retail Bank,2023-04-25 15:55:00,2023-04-25,Withholding Tax,FEE-202304-29398,-24.39,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000010,ACC0056438,IND22005625,Keystone Retail Bank,2023-04-25 15:55:00,2023-04-25,Cash Deposit Fee,FEE-202304-62632,-12.83,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000011,ACC0056438,IND22005625,Keystone Retail Bank,2023-05-25 07:25:00,2023-05-25,Interest_Income,FEE-202305-99381,8.05,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0056438-000012,ACC0056438,IND22005625,Keystone Retail Bank,2023-05-25 07:25:00,2023-05-25,Cash Deposit Fee,FEE-202305-83007,-87.54,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0056439-000001,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-01 05:47:45,2022-12-01,Utilities via mobile_banking_app,202212860288645,-163.67,MTX202212000013794,transactional,False,,0,
BST-ACC0056439-000002,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-01 07:14:59,2022-12-01,Fuel via contactless,202212317261433,-423.21,MTX202212000013795,transactional,False,,0,
BST-ACC0056439-000003,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-01 09:33:01,2022-12-01,Transfer via online banking,202212709179032,-489.56,MTX202212000013796,transactional,False,,0,
BST-ACC0056439-000004,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-01 22:56:57,2022-12-01,Transfer via mobile banking app,202212562604095,-890.8,MTX202212000013797,transactional,False,,0,
BST-ACC0056439-000005,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-02 07:43:14,2022-12-02,Groceries via pos,202212864280022,-235.51,MTX202212000013798,transactional,False,,0,
BST-ACC0056439-000006,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-02 12:59:43,2022-12-02,Retail via contactless,202212918465673,-222.61,MTX202212000013799,transactional,False,,0,
BST-ACC0056439-000007,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-02 21:31:40,2022-12-02,Airtime via mobile banking app,202212587987168,-78.63,MTX202212000013800,transactional,False,,0,
BST-ACC0056439-000008,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-02 22:06:37,2022-12-02,Transfer via mobile_banking_app,202212426890640,-990.71,MTX202212000013801,transactional,False,,0,
BST-ACC0056439-000009,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-03 17:26:22,2022-12-03,Alcohol via pos,202212830835330,-99.05,MTX202212000013802,transactional,False,,0,
BST-ACC0056439-000010,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-04 17:38:09,2022-12-04,Alcohol via ewallet,202212304588725,-272.47,MTX202212000013803,transactional,False,,0,
BST-ACC0056439-000011,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-05 19:29:49,2022-12-05,Alcohol via pos,202212192402162,-136.29,MTX202212000013804,transactional,False,,0,
BST-ACC0056439-000012,ACC0056439,IND22011994,Keystone Retail Bank,2022-12-06 05:15:00,2022-12-06,Transport via mobile banking app,202212269976598,-163.09,MTX202212000013805,transactional,False,,0,
