reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,source_system_lag_days,expected_settlement_date,confidence_score
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013794,BST-ACC0056439-000001,-163.67,-163.67,2022-12-01 05:47:45,2022-12-01 05:47:45,matched,,,0,,0.999
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013795,BST-ACC0056439-000002,-423.21,-423.21,2022-12-01 07:14:59,2022-12-01 07:14:59,matched,,,0,,0.972
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013796,BST-ACC0056439-000003,-489.56,-489.56,2022-12-01 09:33:01,2022-12-01 09:33:01,matched,,,0,,0.988
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013797,BST-ACC0056439-000004,-890.8,-890.8,2022-12-01 22:56:57,2022-12-01 22:56:57,matched,,,0,,0.996
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013798,BST-ACC0056439-000005,-235.51,-235.51,2022-12-02 07:43:14,2022-12-02 07:43:14,matched,,,0,,0.982
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013799,BST-ACC0056439-000006,-222.61,-222.61,2022-12-02 12:59:43,2022-12-02 12:59:43,matched,,,0,,0.978
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013800,BST-ACC0056439-000007,-78.63,-78.63,2022-12-02 21:31:40,2022-12-02 21:31:40,matched,,,0,,0.976
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013801,BST-ACC0056439-000008,-990.71,-990.71,2022-12-02 22:06:37,2022-12-02 22:06:37,matched,,,0,,0.973
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013802,BST-ACC0056439-000009,-99.05,-99.05,2022-12-03 17:26:22,2022-12-03 17:26:22,matched,,,0,,0.991
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013803,BST-ACC0056439-000010,-272.47,-272.47,2022-12-04 17:38:09,2022-12-04 17:38:09,matched,,,0,,0.985
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013804,BST-ACC0056439-000011,-136.29,-136.29,2022-12-05 19:29:49,2022-12-05 19:29:49,matched,,,0,,0.967
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013805,BST-ACC0056439-000012,-163.09,-163.09,2022-12-06 05:15:00,2022-12-06 05:15:00,matched,,,0,,0.992
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013806,BST-ACC0056439-000013,-58.28,-58.28,2022-12-06 05:22:50,2022-12-06 05:22:50,matched,,,0,,0.992
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013807,BST-ACC0056439-000014,-1357.44,-1357.44,2022-12-06 21:20:54,2022-12-06 21:20:54,matched,,,0,,0.999
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013808,BST-ACC0056439-000015,-474.54,-474.54,2022-12-07 05:00:22,2022-12-07 05:00:22,matched,,,0,,0.969
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013809,BST-ACC0056439-000016,-428.83,-428.83,2022-12-07 05:03:23,2022-12-07 05:03:23,matched,,,0,,0.964
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013810,BST-ACC0056439-000017,-308.62,-308.62,2022-12-07 22:47:08,2022-12-07 22:47:08,matched,,,0,,0.979
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013811,BST-ACC0056439-000018,-220.46,-220.46,2022-12-08 07:08:19,2022-12-08 07:08:19,matched,,,0,,0.966
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013812,BST-ACC0056439-000019,-243.61,-243.61,2022-12-08 10:03:46,2022-12-08 10:03:46,matched,,,0,,0.963
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013813,BST-ACC0056439-000020,-3155.22,-3155.22,2022-12-08 11:30:22,2022-12-08 11:30:22,matched,,,0,,0.987
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013814,BST-ACC0056439-000021,-783.38,-783.38,2022-12-08 22:47:23,2022-12-08 22:47:23,matched,,,0,,0.984
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013815,BST-ACC0056439-000022,-171.98,-171.98,2022-12-09 06:25:51,2022-12-09 06:25:51,matched,,,0,,0.974
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013816,BST-ACC0056439-000023,-402.05,-402.05,2022-12-09 07:20:44,2022-12-09 07:20:44,matched,,,0,,0.995
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013817,BST-ACC0056439-000024,-1013.12,-1013.12,2022-12-09 12:56:11,2022-12-09 12:56:11,matched,,,0,,0.976
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013818,BST-ACC0056439-000025,-387.74,-387.74,2022-12-09 20:50:11,2022-12-09 20:50:11,matched,,,0,,0.99
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013819,BST-ACC0056439-000026,-220.29,-220.29,2022-12-10 10:34:29,2022-12-10 10:34:29,matched,,,0,,0.973
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013820,BST-ACC0056439-000027,-211.9,-211.9,2022-12-10 15:44:33,2022-12-10 15:44:33,matched,,,0,,0.985
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013821,BST-ACC0056439-000028,-816.52,-816.52,2022-12-11 23:31:39,2022-12-11 23:31:39,matched,,,0,,0.967
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013822,BST-ACC0056439-000029,-507.34,-507.34,2022-12-12 00:30:23,2022-12-12 00:30:23,matched,,,0,,0.969
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013823,BST-ACC0056439-000030,-45.53,-45.53,2022-12-12 06:33:33,2022-12-12 06:33:33,matched,,,0,,0.999
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013824,BST-ACC0056439-000031,-260.63,-260.63,2022-12-13 11:38:00,2022-12-13 11:38:00,matched,,,0,,0.964
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013826,BST-ACC0056439-000032,-167.58,-167.58,2022-12-13 12:55:59,2022-12-13 12:55:59,matched,,,0,,0.97
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013825,BST-ACC0056439-000033,-176.14,-176.14,2022-12-13 13:19:44,2022-12-13 13:19:44,matched,,,0,,0.971
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013827,BST-ACC0056439-000034,-263.98,-263.98,2022-12-14 06:36:05,2022-12-14 06:36:05,matched,,,0,,0.961
RECON-202212-ACC0056439-6M,ACC0056439,IND22011994,MTX202212000013828,BST-ACC0056439-000035,-52.22,-52.22,2022-12-15 08:57:07,2022-12-15 08:57:07,matched,,,0,,0.966
