payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202504-00001,COLL-202504-00023,ACC0069560,IND2307015615,2025-04-22,1480.2,eft,True,2020.47
REC-202504-00002,COLL-202504-00033,ACC0068738,IND2306021953,2025-04-06,571.38,cash_deposit,False,323.21
REC-202504-00003,COLL-202504-00008,ACC0028624,IND2106014884,2025-04-21,346.11,cash_deposit,False,2747.0
REC-202504-00004,COLL-202504-00032,ACC0069007,IND2306022734,2025-04-28,405.7,eft,False,1628.98
REC-202504-00005,COLL-202504-00011,ACC0003085,IND1902014153,2025-04-08,747.63,cash_deposit,False,3822.71
REC-202504-00006,COLL-202504-00028,ACC0063353,IND2304009093,2025-04-29,1256.89,eft,True,2372.38
REC-202504-00007,COLL-202504-00020,ACC0046261,IND2206014164,2025-04-17,638.64,eft,False,1227.92
REC-202504-00008,COLL-202504-00015,ACC0040662,IND2202015262,2025-04-25,793.52,debit_order,False,598.58
REC-202504-00009,COLL-202504-00003,ACC0092376,IND2408016620,2025-04-14,916.07,debit_order,False,538.46
REC-202504-00010,COLL-202504-00010,ACC0101589,IND2501014763,2025-04-18,399.86,card,False,605.55
REC-202504-00011,COLL-202504-00027,ACC0028624,IND2106014884,2025-05-02,1143.25,cash_deposit,False,1259.34
REC-202504-00012,COLL-202504-00029,ACC0013646,IND1909009529,2025-05-12,97.93,cash_deposit,False,508.77
REC-202504-00013,COLL-202504-00030,ACC0082127,IND2402019876,2025-04-29,724.64,cash_deposit,True,1202.0
REC-202504-00014,COLL-202504-00005,ACC0007373,IND1905010971,2025-04-02,121.15,cash_deposit,False,462.87
