response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202105-0000001,CAMP-2021-003,IND21011863,ACC0027779,2021-05-01,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202105-0000002,CAMP-2021-003,IND21015414,ACC0027291,2021-05-01,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000003,CAMP-2021-003,IND21002363,ACC0027992,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000004,CAMP-2021-003,IND21004966,ACC0027631,2021-05-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000005,CAMP-2021-003,IND21014984,ACC0028306,2021-05-02,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202105-0000006,CAMP-2021-003,IND21001388,ACC0027626,2021-05-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000007,CAMP-2021-003,IND21004959,ACC0028313,2021-05-01,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202105-0000008,CAMP-2021-003,IND21003352,ACC0027372,2021-05-01,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202105-0000009,CAMP-2021-003,IND21002728,ACC0027554,2021-05-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-202105-0000010,CAMP-2021-003,IND21010688,ACC0027139,2021-05-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000011,CAMP-2021-003,IND21006138,ACC0027386,2021-05-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000012,CAMP-2021-003,IND21005334,ACC0027727,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000013,CAMP-2021-003,IND21015756,ACC0027369,2021-05-01,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000014,CAMP-2021-003,IND21004400,ACC0027585,2021-05-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000015,CAMP-2021-003,IND21014942,ACC0027742,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000016,CAMP-2021-003,IND21002692,ACC0028257,2021-05-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000017,CAMP-2021-003,IND21001126,ACC0027450,2021-05-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-202105-0000018,CAMP-2021-003,IND21010937,ACC0027165,2021-05-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000019,CAMP-2021-003,IND21015387,ACC0028115,2021-05-02,opened,,sms,Customer opened or viewed the campaign message.
RESP-202105-0000020,CAMP-2021-003,IND21010588,ACC0028024,2021-05-01,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202105-0000021,CAMP-2021-003,IND21015728,ACC0027661,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000022,CAMP-2021-003,IND21007919,ACC0028091,2021-05-02,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202105-0000023,CAMP-2021-003,IND21005491,,2021-05-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000024,CAMP-2021-003,IND21008165,ACC0027703,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000025,CAMP-2021-003,IND21001205,ACC0028231,2021-05-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000026,CAMP-2021-003,IND21012051,,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000027,CAMP-2021-003,IND21005221,ACC0027988,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000028,CAMP-2021-003,IND21003923,ACC0027755,2021-05-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202105-0000029,CAMP-2021-003,IND21003843,ACC0028224,2021-05-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202105-0000030,CAMP-2021-003,IND21009883,,2021-05-01,opened,,app_push,Customer opened or viewed the campaign message.
