transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202100000001,ACC0001282,IND19007129,LN2019010000002,,24,2021-01-14,03:41:58,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000002,ACC0000071,IND19001466,LN2019010000009,,24,2021-01-31,04:59:56,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000003,ACC0001490,IND19011784,LN2019010000010,LDO20210000001,24,2021-01-23,02:17:45,2454.22,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2019010000010,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000004,ACC0000278,IND19005139,LN2019010000015,LDO20210000002,24,2021-01-29,03:55:42,2472.86,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000015,False,,1.38,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000005,ACC0000597,IND19000749,LN2019010000017,,24,2021-01-22,02:42:26,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000006,ACC0000731,IND19012784,LN2019010000018,,24,2021-01-30,03:14:59,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000007,ACC0000999,IND19000704,LN2019010000021,LDO20210000003,24,2021-01-30,03:40:15,701.5,Debit,Completed,,Loan Payment - LN2019010000021 - Partial,False,,1.22,,Automated,Home Loan,partial_payment,False,loan_payment_generator,False,
TXNL202100000008,ACC0000362,IND19010400,LN2019010000034,LDO20210000004,24,2021-01-20,03:57:07,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000009,ACC0000761,IND19003341,LN2019010000037,LDO20210000005,23,2021-01-10,03:55:16,1929.69,Debit,Failed,account_blocked,Loan Payment - LN2019010000037,False,,1.48,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000010,ACC0000661,IND19013332,LN2019010000040,LDO20210000006,24,2021-01-25,02:10:02,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,0.76,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000011,ACC0000361,IND19010400,LN2019010000048,,24,2021-01-30,02:30:13,990.52,Debit,Completed,,Loan Payment - LN2019010000048,False,,2.5,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000012,ACC0000305,IND19009608,LN2019010000064,LDO20210000007,24,2021-01-15,02:29:14,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,1.55,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000013,ACC0000093,IND19006568,LN2019010000071,,24,2021-01-13,04:29:21,1850.78,Debit,Failed,bank_timeout,Loan Payment - LN2019010000071,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000014,ACC0000412,IND19013952,LN2019010000075,,24,2021-01-31,03:51:09,3629.72,Debit,Completed,,Loan Payment - LN2019010000075,False,,2.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000015,ACC0000227,IND19010979,LN2019010000078,,24,2021-01-13,02:00:23,686.25,Debit,Completed,,Loan Payment - LN2019010000078,False,,2.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000016,ACC0000895,IND19014589,LN2019010000089,LDO20210000008,24,2021-01-31,03:00:38,1496.91,Debit,Completed,,Loan Payment - LN2019010000089,False,,1.95,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000017,ACC0000190,IND19004840,LN2019010000090,LDO20210000009,23,2021-01-04,03:13:20,3511.44,Debit,Completed,,Loan Payment - LN2019010000090,False,,0.49,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000018,ACC0001439,IND19009694,LN2019010000095,LDO20210000010,24,2021-01-18,04:51:43,1221.56,Debit,Completed,,Loan Payment - LN2019010000095,False,,0.37,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000019,ACC0000263,IND19010479,LN2019010000097,LDO20210000011,24,2021-01-14,04:37:20,5630.01,Debit,Completed,,Loan Payment - LN2019010000097,False,,1.26,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000020,ACC0000410,IND19006375,LN2019010000101,,24,2021-01-22,02:15:24,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000021,ACC0000187,IND19005404,LN2019010000103,LDO20210000012,24,2021-01-29,04:15:50,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,1.03,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000022,ACC0000901,IND19009242,LN2019010000104,,24,2021-01-28,04:27:58,2070.51,Debit,Completed,,Loan Payment - LN2019010000104,False,,2.5,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000023,ACC0000365,IND19005374,LN2019010000112,,24,2021-01-20,04:28:16,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000024,ACC0000066,IND19000708,LN2019010000114,LDO20210000013,24,2021-01-24,04:55:18,4239.6,Debit,Completed,,Loan Payment - LN2019010000114 - Extra Principal,False,,1.15,,Automated,Vehicle Loan,extra_payment,False,loan_payment_generator,False,
TXNL202100000025,ACC0000041,IND19003405,LN2019010000118,LDO20210000014,24,2021-01-11,02:37:37,1317.23,Debit,Completed,,Loan Payment - LN2019010000118,False,,0.43,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000026,ACC0000146,IND19003418,LN2019010000122,LDO20210000015,23,2021-01-04,02:15:12,1173.8,Debit,Completed,,Loan Payment - LN2019010000122,False,,0.96,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000027,ACC0000812,IND19000596,LN2019010000123,LDO20210000016,23,2021-01-08,04:14:56,3065.36,Debit,Completed,,Loan Payment - LN2019010000123,False,,1.85,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000028,ACC0000726,IND19012497,LN2019010000124,LDO20210000017,24,2021-01-13,02:51:08,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,1.01,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000029,ACC0000959,IND19007081,LN2019010000129,LDO20210000018,24,2021-01-14,04:30:30,1082.28,Debit,Failed,mandate_limit,Loan Payment - LN2019010000129,False,,1.55,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000030,ACC0000635,IND19017267,LN2019010000138,,23,2021-01-03,02:10:41,5989.53,Debit,Completed,,Loan Payment - LN2019010000138,False,,2.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000031,ACC0000642,IND19009914,LN2019010000142,LDO20210000019,24,2021-01-24,02:44:51,740.28,Debit,Completed,,Loan Payment - LN2019010000142,False,,0.14,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000032,ACC0001601,IND19014936,LN2019010000149,LDO20210000020,24,2021-01-13,04:47:12,1342.76,Debit,Completed,,Loan Payment - LN2019010000149,False,,1.28,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000033,ACC0000615,IND19010153,LN2019010000152,LDO20210000021,24,2021-01-20,03:41:34,3016.9,Debit,Completed,,Loan Payment - LN2019010000152,False,,0.89,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000034,ACC0001661,COM19000313,LN2019010000156,LDO20210000022,24,2021-01-14,04:59:07,4855.01,Debit,Completed,,Loan Payment - LN2019010000156,False,,1.95,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000035,ACC0000626,IND19000516,LN2019010000160,LDO20210000023,24,2021-01-27,04:52:22,2189.1,Debit,Completed,,Loan Payment - LN2019010000160,False,,0.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000036,ACC0001092,IND19002621,LN2019010000162,LDO20210000024,24,2021-01-27,03:38:22,1579.38,Debit,Completed,,Loan Payment - LN2019010000162,False,,0.24,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000037,ACC0001482,IND19001446,LN2019010000169,LDO20210000025,24,2021-01-26,02:12:38,1384.01,Debit,Completed,,Loan Payment - LN2019010000169,False,,0.92,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000038,ACC0000544,IND19004718,LN2019010000182,LDO20210000026,24,2021-01-22,02:17:14,3538.33,Debit,Completed,,Loan Payment - LN2019010000182,False,,0.29,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000039,ACC0001221,IND19011832,LN2019010000190,,24,2021-01-15,03:24:36,5061.94,Debit,Completed,,Loan Payment - LN2019010000190,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000040,ACC0000233,IND19001157,LN2019010000192,LDO20210000027,24,2021-01-16,04:56:00,3022.14,Debit,Completed,,Loan Payment - LN2019010000192,False,,1.99,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000041,ACC0000224,IND19008065,LN2019010000206,LDO20210000028,24,2021-01-14,03:05:37,1575.25,Debit,Completed,,Loan Payment - LN2019010000206,False,,1.25,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000042,ACC0001568,IND19016231,LN2019010000212,,24,2021-01-30,04:53:01,2892.9,Debit,Completed,,Loan Payment - LN2019010000212,False,,2.5,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000043,ACC0000708,IND19015529,LN2019010000217,LDO20210000029,24,2021-01-27,04:36:33,1520.07,Debit,Completed,,Loan Payment - LN2019010000217,False,,1.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000044,ACC0001510,IND19016623,LN2019010000221,,24,2021-01-19,03:45:46,4093.97,Debit,Completed,,Loan Payment - LN2019010000221,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000045,ACC0000091,IND19012355,LN2019010000228,LDO20210000030,24,2021-01-18,04:36:38,2454.25,Debit,Completed,,Loan Payment - LN2019010000228,False,,1.05,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000046,ACC0001340,IND19008807,LN2019010000234,,24,2021-01-31,03:59:10,1707.41,Debit,Completed,,Loan Payment - LN2019010000234,False,,2.5,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000047,ACC0001373,IND19006253,LN2019010000235,LDO20210000031,24,2021-01-26,03:36:08,4531.03,Debit,Completed,,Loan Payment - LN2019010000235,False,,1.74,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
