suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202306-00001,ACC0057482,IND2301003068,app_message,2023-06-20T11:19:51+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202306-00002,ACC0053298,IND2210005357,app_message,2023-06-14T18:30:50+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202306-00003,ACC0035683,IND2111002438,phone_call,21/06/2023 16:19,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202306-00004,ACC0036007,IND2112005850,phone_call,11/06/2023 08:30,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202306-00005,ACC0052263,IND2209003877,app_message,2023-06-19T13:10:26+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202306-00006,ACC0000410,IND1901006375,phone_call,05/06/2023 08:04,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202306-00007,ACC0063018,IND2304018359,email,2023-06-04 22:54:16,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202306-00008,ACC0036214,IND2112005179,app_message,2023-06-12T21:01:11+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202306-00009,ACC0005603,IND1904011571,phone_call,14/06/2023 08:11,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202306-00010,ACC0033006,IND2109000934,app_message,2023-06-13T06:41:02+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202306-00011,ACC0058471,IND2301012494,phone_call,27/06/2023 17:04,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202306-00012,ACC0064648,IND2305024485,phone_call,22/06/2023 18:22,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202306-00013,ACC0036551,IND2112006394,phone_call,04/06/2023 11:41,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202306-00014,ACC0032161,IND2109012087,app_message,2023-06-03T10:51:04+02:00,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202306-00015,ACC0027823,IND2105012921,branch_visit,13/06/2023 15:00,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202306-00016,ACC0050624,IND2208000338,email,2023-06-24 17:05:04,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202306-00017,ACC0041382,COM2202000139,phone_call,19/06/2023 08:08,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202306-00018,ACC0032023,IND2108002344,phone_call,27/06/2023 11:07,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
