statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0118916-000001,ACC0118916,IND19000019,Keystone Retail Bank,2019-12-25 08:38:00,2019-12-25,Bank_Charge,FEE-201912-83857,-81.45,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0118916-000002,ACC0118916,IND19000019,Keystone Retail Bank,2019-12-25 08:38:00,2019-12-25,Withholding Tax,FEE-201912-15702,-29.3,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0118916-000003,ACC0118916,IND19000019,Keystone Retail Bank,2020-01-25 10:21:00,2020-01-25,Withholding Tax,FEE-202001-70017,-8.43,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0118916-000004,ACC0118916,IND19000019,Keystone Retail Bank,2020-01-25 10:21:00,2020-01-25,Bank Charge,FEE-202001-70035,-96.69,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0118916-000005,ACC0118916,IND19000019,Keystone Retail Bank,2020-02-25 12:18:00,2020-02-25,Service Fee,FEE-202002-40717,-9.8,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0118916-000006,ACC0118916,IND19000019,Keystone Retail Bank,2020-02-25 12:18:00,2020-02-25,Interest Income,FEE-202002-60122,4.48,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0118917-000001,ACC0118917,IND19000315,Keystone Retail Bank,2019-12-25 17:07:00,2019-12-25,Cash Deposit Fee,FEE-201912-21796,-33.58,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0118917-000002,ACC0118917,IND19000315,Keystone Retail Bank,2019-12-25 17:07:00,2019-12-25,Withholding Tax,FEE-201912-30984,-28.36,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0118917-000003,ACC0118917,IND19000315,Keystone Retail Bank,2020-01-25 11:02:00,2020-01-25,Service Fee,FEE-202001-52704,-71.2,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0118917-000004,ACC0118917,IND19000315,Keystone Retail Bank,2020-02-25 09:48:00,2020-02-25,Service_Fee,FEE-202002-97988,-55.8,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0118917-000005,ACC0118917,IND19000315,Keystone Retail Bank,2020-02-25 09:48:00,2020-02-25,Interest Income,FEE-202002-90429,3.1,,interest_income,True,bank_generated_non_transactional_entry,0,
