reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,source_system_lag_days,expected_settlement_date,confidence_score
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000001,BST-ACC0118921-000001,-418.93,-418.93,2019-12-02 12:30:04,2019-12-04 12:30:04,exception,source_system_lag,source_system_processing_delay,2,2019-12-04,0.478
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000002,BST-ACC0118921-000002,-469.71,-469.71,2019-12-02 18:12:01,2019-12-04 18:12:01,exception,source_system_lag,source_system_processing_delay,2,2019-12-04,0.765
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000003,BST-ACC0118921-000003,-197.02,-197.02,2019-12-03 12:14:42,2019-12-03 12:14:42,matched,,,0,,0.97
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000004,BST-ACC0118921-000004,-301.81,-301.81,2019-12-04 07:16:55,2019-12-04 07:16:55,matched,,,0,,0.965
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000005,BST-ACC0118921-000005,-1021.7,-1021.7,2019-12-04 22:45:10,2019-12-04 22:45:10,matched,,,0,,0.999
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000006,BST-ACC0118921-000006,-218.6,-218.6,2019-12-05 18:58:39,2019-12-05 18:58:39,matched,,,0,,0.994
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000008,BST-ACC0118921-000007,-47.39,-47.39,2019-12-06 08:33:48,2019-12-06 08:33:48,matched,,,0,,0.963
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000007,BST-ACC0118921-000008,-1574.7,-1574.7,2019-12-06 11:20:33,2019-12-06 11:20:33,matched,,,0,,0.986
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000009,BST-ACC0118921-000009,-227.97,-227.97,2019-12-07 10:46:19,2019-12-07 10:46:19,matched,,,0,,0.976
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000010,BST-ACC0118921-000010,-301.95,-301.95,2019-12-08 17:04:04,2019-12-08 17:04:04,matched,,,0,,0.993
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000011,BST-ACC0118921-000011,-316.03,-316.03,2019-12-09 05:08:59,2019-12-09 05:08:59,matched,,,0,,0.995
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000012,BST-ACC0118921-000012,-84.11,-84.11,2019-12-09 11:46:00,2019-12-09 11:46:00,matched,,,0,,0.971
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000013,BST-ACC0118921-000013,-65.73,-65.73,2019-12-09 21:01:05,2019-12-09 21:01:05,matched,,,0,,0.974
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000014,BST-ACC0118921-000014,-300.59,-300.59,2019-12-10 05:29:03,2019-12-10 05:29:03,matched,,,0,,0.984
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000015,BST-ACC0118921-000015,-43.36,-43.36,2019-12-10 10:03:18,2019-12-10 10:03:18,matched,,,0,,0.972
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000016,BST-ACC0118921-000016,-262.08,-262.08,2019-12-10 12:19:54,2019-12-10 12:19:54,matched,,,0,,0.988
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000017,BST-ACC0118921-000017,-224.37,-224.37,2019-12-10 18:48:20,2019-12-10 18:48:20,matched,,,0,,0.978
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000018,BST-ACC0118921-000018,-1116.26,-1116.26,2019-12-10 22:03:33,2019-12-10 22:03:33,matched,,,0,,0.982
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000019,BST-ACC0118921-000019,-753.21,-753.21,2019-12-11 05:56:58,2019-12-11 05:56:58,matched,,,0,,0.99
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000020,BST-ACC0118921-000020,-476.71,-476.71,2019-12-12 05:33:19,2019-12-12 05:33:19,matched,,,0,,0.987
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000021,BST-ACC0118921-000021,-452.13,-452.13,2019-12-12 06:16:31,2019-12-12 06:16:31,matched,,,0,,0.975
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000022,BST-ACC0118921-000022,-72.15,-72.15,2019-12-12 07:11:05,2019-12-12 07:11:05,matched,,,0,,0.977
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000023,BST-ACC0118921-000023,-381.49,-381.49,2019-12-12 12:38:53,2019-12-12 12:38:53,matched,,,0,,0.974
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000025,BST-ACC0118921-000024,-78.01,-78.01,2019-12-12 22:06:40,2019-12-12 22:06:40,matched,,,0,,0.965
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000024,BST-ACC0118921-000025,-66.65,-66.65,2019-12-12 22:40:06,2019-12-12 22:40:06,matched,,,0,,0.969
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000026,BST-ACC0118921-000026,-296.54,-296.54,2019-12-12 23:12:02,2019-12-12 23:12:02,matched,,,0,,0.965
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000029,BST-ACC0118921-000027,-440.03,-440.03,2019-12-13 12:13:21,2019-12-13 12:13:21,matched,,,0,,0.983
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000027,BST-ACC0118921-000028,-401.55,-401.55,2019-12-13 13:13:38,2019-12-13 13:13:38,matched,,,0,,0.961
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,MTX201912000000028,BST-ACC0118921-000029,-677.24,-677.24,2019-12-13 13:26:57,2019-12-13 13:26:57,matched,,,0,,0.986
