suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202207-00001,ACC0021045,IND20000665,email,2022-07-17 09:36:32,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202207-00002,ACC0000812,IND19000596,email,2022-07-17 13:49:07,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202207-00003,ACC0029140,IND21013394,phone_call,22/07/2022 13:56,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202207-00004,ACC0026646,IND21015752,email,2022-07-25 08:23:56,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-202207-00005,ACC0040275,IND22023896,phone_call,18/07/2022 11:27,Please add better card freeze and unfreeze controls in the app.,digital_features,reviewed
SUG-202207-00006,ACC0012050,IND19016322,app_message,2022-07-27T18:08:59+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202207-00007,ACC0042506,IND22007757,branch_visit,12/07/2022 09:20,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202207-00008,ACC0039725,IND22018787,app_message,2022-07-20T05:58:18+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202207-00009,ACC0037391,IND22000660,email,2022-07-18 18:29:06,Please send clearer notifications when account details change.,other,submitted
SUG-202207-00010,ACC0006286,IND19014817,branch_visit,04/07/2022 11:20,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202207-00011,ACC0004243,IND19015877,phone_call,18/07/2022 13:44,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202207-00012,ACC0018008,IND19015657,email,2022-07-06 17:57:19,Please add better card freeze and unfreeze controls in the app.,digital_features,reviewed
SUG-202207-00013,ACC0028729,IND21012028,app_message,2022-07-29T10:20:51+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202207-00014,ACC0000118,IND19007840,email,2022-07-20 21:45:02,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202207-00015,ACC0046665,IND22007591,phone_call,31/07/2022 18:40,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202207-00016,ACC0033049,IND21010849,app_message,2022-07-05T03:10:04+02:00,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-202207-00017,ACC0015687,IND19021383,phone_call,03/07/2022 15:20,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202207-00018,ACC0010134,IND19007321,phone_call,12/07/2022 18:07,Please show bank charges before the customer confirms a payment.,fees,reviewed
