response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202408-0000001,CAMP-2024-008,IND2408017683,ACC0092085,2024-08-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000002,CAMP-2024-008,IND2408014514,ACC0092422,2024-08-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000003,CAMP-2024-008,IND2408024866,ACC0092086,2024-08-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000004,CAMP-2024-008,IND2408008300,ACC0093432,2024-08-12,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000005,CAMP-2024-008,IND2408010534,ACC0093827,2024-08-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000006,CAMP-2024-008,IND2408008150,ACC0093263,2024-08-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000007,CAMP-2024-008,IND2408021741,ACC0092960,2024-08-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000008,CAMP-2024-008,IND2408022163,ACC0091642,2024-08-20,converted,4917.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202408-0000009,CAMP-2024-008,IND2408014951,ACC0093573,2024-08-03,opened,,sms,Customer opened or viewed the campaign message.
RESP-202408-0000010,CAMP-2024-008,IND2408025046,ACC0093404,2024-08-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000011,CAMP-2024-008,IND2408010949,ACC0093580,2024-08-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000012,CAMP-2024-008,IND2408023838,ACC0092172,2024-08-18,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000013,CAMP-2024-008,IND2408020209,ACC0092232,2024-08-13,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000014,CAMP-2024-008,IND2408015822,ACC0093751,2024-08-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000015,CAMP-2024-008,IND2408011896,,2024-08-11,opened,,sms,Customer opened or viewed the campaign message.
RESP-202408-0000016,CAMP-2024-008,IND2408013678,,2024-08-12,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000017,CAMP-2024-008,IND2408011658,,2024-08-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000018,CAMP-2024-008,IND2408004214,ACC0092266,2024-08-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000019,CAMP-2024-008,IND2408002306,ACC0091613,2024-08-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000020,CAMP-2024-008,IND2408009509,ACC0093097,2024-08-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202408-0000021,CAMP-2024-008,IND2408025697,ACC0091589,2024-08-03,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202408-0000022,CAMP-2024-008,IND2408019420,ACC0091823,2024-08-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202408-0000023,CAMP-2024-008,IND2408010511,ACC0092706,2024-08-15,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202408-0000024,CAMP-2024-008,IND2408021791,ACC0091624,2024-08-05,ignored,,sms,No direct action recorded after campaign exposure.
