response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202512-0000001,CAMP-2025-011,COM25000142,,2025-12-08,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202512-0000002,CAMP-2025-011,COM25000152,ACC0118911,2025-12-09,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202512-0000003,CAMP-2025-011,COM25000010,ACC0118913,2025-12-09,clicked,,whatsapp,Customer clicked through to campaign landing page or product information.
RESP-202512-0000004,CAMP-2025-011,COM25000129,,2025-12-06,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202512-0000005,CAMP-2025-011,COM25000128,ACC0118904,2025-12-11,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202512-0000006,CAMP-2025-012,IND25009141,ACC0118320,2025-12-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000007,CAMP-2025-012,IND25000008,ACC0118407,2025-12-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000008,CAMP-2025-012,IND25007350,,2025-12-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000009,CAMP-2025-012,IND25009332,ACC0118623,2025-12-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000010,CAMP-2025-012,IND25012169,,2025-12-04,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202512-0000011,CAMP-2025-012,IND25004110,,2025-12-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000012,CAMP-2025-012,IND25006534,ACC0118144,2025-12-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000013,CAMP-2025-012,IND25003797,ACC0118333,2025-12-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000014,CAMP-2025-012,IND25009240,ACC0118133,2025-12-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000015,CAMP-2025-012,IND25006305,ACC0118666,2025-12-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-202512-0000016,CAMP-2025-012,IND25009935,,2025-12-07,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202512-0000017,CAMP-2025-012,IND25002053,ACC0118551,2025-12-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000018,CAMP-2025-012,IND25004425,ACC0118516,2025-12-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000019,CAMP-2025-012,IND25009969,,2025-12-07,opened,,sms,Customer opened or viewed the campaign message.
RESP-202512-0000020,CAMP-2025-012,IND25008576,ACC0118626,2025-12-10,opened,,sms,Customer opened or viewed the campaign message.
RESP-202512-0000021,CAMP-2025-012,IND25004315,ACC0118635,2025-12-04,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202512-0000022,CAMP-2025-012,IND25000694,ACC0118545,2025-12-02,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202512-0000023,CAMP-2025-012,IND25001333,,2025-12-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000024,CAMP-2025-012,IND25002847,ACC0118046,2025-12-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000025,CAMP-2025-012,IND25007802,ACC0118313,2025-12-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000026,CAMP-2025-012,IND25010753,,2025-12-08,opened,,sms,Customer opened or viewed the campaign message.
RESP-202512-0000027,CAMP-2025-012,IND25002367,,2025-12-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202512-0000028,CAMP-2025-012,IND25011421,ACC0118736,2025-12-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202512-0000029,CAMP-2025-012,IND25010749,ACC0118886,2025-12-11,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202512-0000030,CAMP-2025-012,IND25003292,ACC0118834,2025-12-10,ignored,,app_push,No direct action recorded after campaign exposure.
